IRTT,"	ORTT","	T1","		T2","		T3","		G","		HNG","		phiL","	phiR","	UX1","		UY1","		UX2	","	UY2	","	UX3	","	UY3	","	UX4	","	UY4","		UX5","		UY5","		UX6","		UY6	","	UX7","		UY7","		UX8","		UY8","		UX9","		UY9","		UX10","		UY10","		MaxVM",Error
0.011,0.022,0.35,0.35,0.17,0.023,0.036,0.16,0.17,-0.488202,-0.035903,-0.310114,-0.034426,-0.287247,-0.034278,-0.109154,-0.033455,-0.083534,-0.03239,0.094012,-0.018426,0.117766,-0.016274,0.294932,0.001891,0.307023,0.001332,0.481757,-0.033098,38881432,0.166012
0.012,0.017,0.65,0.63,0.02,0.027,0.026,0.26,0.23,-0.488333,-0.026872,-0.313321,-0.03902,-0.283556,-0.039474,-0.108255,-0.032676,-0.080681,-0.031282,0.094412,-0.020365,0.125075,-0.016037,0.296349,0.021936,0.310526,0.021705,0.480469,-0.021836,586464384,0.130406
0.012,0.028,0.51,0.34,0.04,0.035,0.048,0.18,0.19,-0.482209,-0.047893,-0.315836,-0.046882,-0.2837,-0.047638,-0.117558,-0.056469,-0.081922,-0.058112,0.084328,-0.064604,0.131128,-0.060419,0.293589,-0.024534,0.311452,-0.023753,0.476424,-0.045326,55739332,0.062289
0.01,0.017,0.81,0.56,0.13,0.043,0.04,0.17,0.28,-0.488437,-0.043915,-0.333606,-0.081107,-0.282951,-0.087804,-0.123774,-0.092124,-0.077497,-0.091459,0.08149,-0.082571,0.130651,-0.075589,0.285826,-0.039859,0.318518,-0.036467,0.477724,-0.039573,787250432,0.026728
0.016,0.023,0.64,0.46,0.04,0.023,0.04,0.16,0.23,-0.492426,-0.040925,-0.314656,-0.058213,-0.289297,-0.059904,-0.110806,-0.066386,-0.08705,-0.067021,0.091532,-0.070083,0.124603,-0.066286,0.297844,-0.02283,0.306994,-0.022131,0.484827,-0.038756,263764304,0.026361
0.007,0.026,0.43,0.34,0.06,0.035,0.034,0.13,0.17,-0.483407,-0.034452,-0.317536,-0.038847,-0.282238,-0.039623,-0.116334,-0.042518,-0.08057,-0.042739,0.085356,-0.041892,0.125647,-0.03838,0.289217,-0.010499,0.313716,-0.010018,0.478254,-0.031454,58764892,0.074213
0.002,0.013,0.31,0.31,0.02,0.043,0.024,0.17,0.27,-0.479412,-0.024787,-0.320412,-0.030731,-0.275163,-0.030253,-0.116324,-0.020949,-0.072997,-0.018024,0.085651,-0.005893,0.130338,-0.000554,0.287379,0.025032,0.319315,0.02344,0.473033,-0.017636,172272288,0.170203
0.004,0.018,0.33,0.26,0.2,0.024,0.023,0.15,0.12,-0.488367,-0.023188,-0.311643,-0.025994,-0.288037,-0.026567,-0.111385,-0.032333,-0.084972,-0.031786,0.091289,-0.018705,0.116,-0.016427,0.291683,0.002925,0.309877,0.002691,0.485005,-0.021169,129419584,0.102398
0.004,0.014,0.36,0.29,0.07,0.043,0.041,0.17,0.17,-0.480441,-0.041961,-0.322454,-0.049357,-0.276967,-0.05009,-0.118823,-0.047792,-0.073221,-0.045639,0.084435,-0.033031,0.129256,-0.028297,0.286068,-0.007693,0.315913,-0.00841,0.471554,-0.036525,302400384,0.110075
0.003,0.014,0.42,0.37,0.06,0.04,0.037,0.14,0.25,-0.484203,-0.03898,-0.323463,-0.056819,-0.277529,-0.058113,-0.116039,-0.049352,-0.074334,-0.046043,0.086516,-0.02923,0.127763,-0.024024,0.287748,-0.000346,0.314547,-0.000996,0.473194,-0.03241,357921760,0.104627
0.009,0.012,0.37,0.31,0.17,0.039,0.035,0.28,0.23,-0.479002,-0.034123,-0.315494,-0.027033,-0.277039,-0.025651,-0.113443,-0.020985,-0.069739,-0.016584,0.091501,0.011465,0.126337,0.015559,0.289687,0.025659,0.314889,0.022516,0.470756,-0.027387,561099392,0.295495
0.021,0.029,0.74,0.66,0.03,0.034,0.038,0.18,0.18,-0.485459,-0.039007,-0.318499,-0.049683,-0.283031,-0.051244,-0.115778,-0.055278,-0.081399,-0.055933,0.085886,-0.058267,0.128195,-0.053958,0.291575,-0.017947,0.312579,-0.016861,0.478802,-0.035828,123428424,0.041996
0.009,0.014,0.39,0.38,0.05,0.022,0.049,0.13,0.15,-0.493896,-0.049847,-0.315979,-0.067516,-0.286835,-0.068254,-0.108251,-0.059611,-0.084347,-0.057974,0.093746,-0.042181,0.115159,-0.040395,0.293408,-0.026467,0.305812,-0.026703,0.483402,-0.047397,459180128,0.090049
0.01,0.017,0.22,0.16,0.1,0.034,0.035,0.16,0.18,-0.481541,-0.034253,-0.314523,-0.027214,-0.282637,-0.026825,-0.115496,-0.029796,-0.079485,-0.029393,0.087546,-0.02268,0.124489,-0.019547,0.290266,0.00196,0.312541,0.001231,0.47656,-0.031057,101982672,0.158231
0.01,0.024,0.45,0.29,0.18,0.03,0.028,0.22,0.2,-0.483855,-0.027356,-0.312222,-0.020255,-0.285329,-0.020613,-0.113947,-0.032281,-0.081964,-0.033303,0.089815,-0.032592,0.125298,-0.028711,0.293167,0.007735,0.3113,0.007943,0.47996,-0.024646,49784164,0.10959
0.008,0.024,0.04,0.04,0.16,0.029,0.039,0.29,0.21,-0.47552,-0.033645,-0.308329,0.013178,-0.291464,0.015258,-0.117907,0.010474,-0.08645,0.010604,0.087062,0.016826,0.112481,0.01658,0.285839,0.007,0.307916,0.00389,0.477176,-0.03479,17962182,0.469838
0.013,0.023,0,0,0.11,0.026,0.026,0.14,0.14,-0.483555,-0.02397,-0.310423,0.000013,-0.288215,0.0015,-0.11343,0.000819,-0.08627,0.001325,0.088368,0.008521,0.112046,0.00845,0.286638,0.000212,0.310432,-0.001874,0.483795,-0.024133,50132696,0.270642
0.007,0.018,0.06,0.05,0.11,0.044,0.048,0.28,0.11,-0.466617,-0.04091,-0.313709,-0.001105,-0.284952,0.001844,-0.127147,-0.006102,-0.080273,-0.007042,0.077723,-0.005431,0.119428,-0.005996,0.277323,-0.011886,0.31438,-0.015842,0.469959,-0.043423,97281192,0.363322
0.01,0.015,0.27,0.27,0.14,0.026,0.03,0.21,0.13,-0.485324,-0.029217,-0.310339,-0.019306,-0.285812,-0.018512,-0.110552,-0.017082,-0.081749,-0.015463,0.092567,0.002757,0.116746,0.004577,0.291826,0.012653,0.309684,0.011129,0.480861,-0.026508,257008016,0.241019
0.018,0.027,0.22,0.19,0.1,0.021,0.036,0.12,0.23,-0.487986,-0.035524,-0.307719,-0.02789,-0.28729,-0.027183,-0.106926,-0.02235,-0.084657,-0.021352,0.095417,-0.010038,0.117687,-0.008219,0.297211,0.009827,0.305926,0.009243,0.48144,-0.032585,30297822,0.229271
0.011,0.02,0.45,0.37,0.01,0.03,0.037,0.19,0.13,-0.485668,-0.037264,-0.314609,-0.040343,-0.285481,-0.041205,-0.114539,-0.048242,-0.084213,-0.049349,0.086787,-0.054787,0.12498,-0.051583,0.292684,-0.017732,0.311024,-0.016887,0.481129,-0.035184,163967968,0.055154
0.009,0.014,0.25,0.19,0.16,0.033,0.032,0.24,0.25,-0.480637,-0.030354,-0.311931,-0.014831,-0.281853,-0.013413,-0.112434,-0.012996,-0.075796,-0.010748,0.092402,0.009559,0.12403,0.012775,0.292873,0.026748,0.312951,0.024547,0.474756,-0.025671,278312192,0.306803
0.007,0.024,0.02,0.01,0.05,0.048,0.021,0.21,0.29,-0.472275,-0.015758,-0.320796,0.015265,-0.277045,0.020181,-0.122459,0.02355,-0.074067,0.025088,0.080421,0.031536,0.128058,0.033145,0.28263,0.037134,0.322961,0.03169,0.470942,-0.01314,1901037.625,0.427407
0.003,0.029,0.23,0.14,0.08,0.025,0.039,0.27,0.28,-0.480159,-0.035827,-0.3055,-0.001226,-0.289283,0.000163,-0.111283,-0.004226,-0.085251,-0.004522,0.092803,-0.004179,0.122755,-0.002169,0.299257,0.021282,0.306594,0.020634,0.47626,-0.033371,31985328,0.361331
0.004,0.021,0.14,0.1,0.13,0.04,0.02,0.13,0.22,-0.478699,-0.018608,-0.317702,-0.007741,-0.278838,-0.006181,-0.117488,-0.004105,-0.076359,-0.002357,0.084585,0.009264,0.124532,0.012203,0.285444,0.024267,0.318831,0.021688,0.475982,-0.014938,18801310,0.236992
0.016,0.03,0.09,0.07,0.01,0.031,0.044,0.12,0.28,-0.480547,-0.042401,-0.310232,-0.026784,-0.281288,-0.024785,-0.110443,-0.016845,-0.079332,-0.015347,0.091485,-0.006835,0.124218,-0.004524,0.294537,0.011048,0.308597,0.0097,0.472857,-0.037941,11621993,0.310339
0.003,0.019,0.05,0.03,0.01,0.026,0.021,0.22,0.12,-0.483136,-0.018045,-0.311212,0.016321,-0.290425,0.017962,-0.115239,0.010991,-0.089144,0.010023,0.086078,0.003995,0.113425,0.003941,0.288669,0.009279,0.310674,0.00793,0.483953,-0.018775,33647452,0.284577
0.007,0.021,0.41,0.23,0.02,0.032,0.026,0.2,0.27,-0.483498,-0.025684,-0.313226,-0.022376,-0.282993,-0.022803,-0.112884,-0.030928,-0.080613,-0.032284,0.089579,-0.038451,0.128777,-0.033932,0.293101,0.010803,0.312239,0.011438,0.479165,-0.022313,120042920,0.092161
0.005,0.017,0.19,0.14,0,0.039,0.049,0.2,0.22,-0.475674,-0.046792,-0.313719,-0.030433,-0.280245,-0.028919,-0.117474,-0.030588,-0.078375,-0.030949,0.084399,-0.032284,0.13097,-0.028943,0.291886,-0.004383,0.311321,-0.005196,0.469623,-0.04311,101041192,0.206371
0.009,0.014,0.23,0.19,0.06,0.044,0.044,0.21,0.12,-0.474269,-0.041927,-0.317634,-0.028299,-0.27736,-0.026472,-0.120135,-0.025862,-0.073792,-0.024427,0.08317,-0.015313,0.127372,-0.012602,0.284271,-0.002471,0.315515,-0.00482,0.469134,-0.038305,408086624,0.233347
0.015,0.021,0.49,0.37,0.07,0.042,0.034,0.23,0.22,-0.478513,-0.033694,-0.318491,-0.031393,-0.278459,-0.031963,-0.118567,-0.038822,-0.0754,-0.039918,0.084634,-0.041188,0.1344,-0.035372,0.289829,0.002764,0.315825,0.00325,0.472568,-0.02906,192934224,0.093233
0.013,0.027,0.68,0.37,0.03,0.046,0.021,0.21,0.24,-0.477675,-0.021716,-0.321701,-0.026645,-0.27723,-0.029546,-0.121938,-0.044924,-0.0759,-0.049219,0.079556,-0.062833,0.132246,-0.05767,0.282103,-0.014138,0.319995,-0.009933,0.47575,-0.019544,92289320,0.015665
0.002,0.015,0.2,0.18,0.12,0.047,0.04,0.13,0.24,-0.476144,-0.039788,-0.321576,-0.038408,-0.273728,-0.037466,-0.119225,-0.032762,-0.069334,-0.029341,0.084364,-0.012909,0.130557,-0.008307,0.284477,0.005906,0.317521,0.003459,0.467668,-0.03327,63056680,0.198056
0.009,0.019,0.54,0.46,0.06,0.038,0.048,0.24,0.14,-0.481987,-0.048379,-0.318406,-0.051729,-0.281772,-0.052991,-0.118348,-0.060907,-0.078609,-0.0621,0.084995,-0.064008,0.134146,-0.058532,0.293319,-0.020666,0.312232,-0.01989,0.473973,-0.044583,218041568,0.059247
0.007,0.012,0.86,0.56,0.02,0.038,0.04,0.18,0.17,-0.490207,-0.043187,-0.330927,-0.078882,-0.283377,-0.083381,-0.120229,-0.07819,-0.081305,-0.076482,0.081671,-0.067361,0.120161,-0.064932,0.282992,-0.053499,0.320546,-0.051034,0.483474,-0.041084,2723942912,0.010184
0.009,0.02,0.56,0.35,0.1,0.041,0.048,0.28,0.2,-0.478488,-0.047555,-0.3171,-0.044137,-0.282289,-0.045605,-0.121762,-0.062603,-0.078336,-0.066026,0.082872,-0.074388,0.139171,-0.067673,0.293889,-0.021627,0.312948,-0.020296,0.472562,-0.044401,187787120,0.045859
0.011,0.023,0.61,0.48,0.01,0.039,0.046,0.25,0.26,-0.480528,-0.046012,-0.316905,-0.04611,-0.279921,-0.046935,-0.116458,-0.054138,-0.077235,-0.055757,0.086267,-0.062049,0.139396,-0.055306,0.296143,-0.008372,0.311346,-0.00772,0.471536,-0.041061,114467504,0.07179
0.004,0.011,0.21,0.11,0.03,0.035,0.048,0.21,0.15,-0.479193,-0.046662,-0.313238,-0.035053,-0.284029,-0.034756,-0.117872,-0.042993,-0.081244,-0.044178,0.085097,-0.04669,0.128723,-0.043287,0.292663,-0.015014,0.310575,-0.015061,0.474365,-0.044194,336718848,0.13065
0.013,0.019,0.64,0.5,0.11,0.035,0.026,0.13,0.17,-0.486748,-0.028402,-0.322831,-0.054161,-0.284369,-0.057433,-0.118457,-0.059734,-0.082045,-0.059239,0.083744,-0.05243,0.12115,-0.049009,0.285424,-0.025637,0.316254,-0.023653,0.482169,-0.025774,673084544,0.013271
0.003,0.026,0.11,0.08,0.13,0.025,0.028,0.23,0.17,-0.482428,-0.025129,-0.308952,0.008297,-0.290313,0.009797,-0.113724,0.004548,-0.087396,0.004393,0.089242,0.007575,0.114621,0.008207,0.291198,0.013829,0.309163,0.012217,0.481916,-0.024763,16970512,0.331055
0.014,0.02,0.37,0.36,0.14,0.039,0.039,0.27,0.18,-0.47692,-0.036994,-0.314473,-0.021655,-0.280118,-0.020428,-0.116991,-0.024144,-0.075243,-0.023608,0.087735,-0.015713,0.130409,-0.01148,0.291764,0.01279,0.313565,0.011454,0.470749,-0.032336,150006928,0.228182
0.007,0.01,0.29,0.25,0.09,0.047,0.033,0.24,0.17,-0.475029,-0.031902,-0.320418,-0.024891,-0.273334,-0.022657,-0.118753,-0.015003,-0.069314,-0.010537,0.084136,0.009633,0.127565,0.013097,0.282272,0.017502,0.319188,0.013277,0.468901,-0.025963,631745344,0.274229
0.003,0.027,0.63,0.41,0.14,0.023,0.028,0.29,0.28,-0.486604,-0.027144,-0.306748,-0.014759,-0.287957,-0.014859,-0.108244,-0.029166,-0.083904,-0.030499,0.096296,-0.035915,0.127766,-0.031728,0.300281,0.020618,0.307301,0.020767,0.481874,-0.024242,95929344,0.131708
0.016,0.026,0.01,0.01,0.06,0.039,0.022,0.22,0.22,-0.476237,-0.017309,-0.317078,0.017621,-0.283257,0.02128,-0.12031,0.021205,-0.080828,0.021624,0.08208,0.025154,0.120266,0.02528,0.283194,0.022824,0.317192,0.01877,0.476129,-0.017159,6292694,0.395246
0.005,0.02,0.6,0.57,0.12,0.033,0.02,0.19,0.27,-0.485352,-0.021393,-0.316794,-0.036504,-0.281664,-0.037712,-0.112466,-0.034215,-0.078369,-0.032527,0.090347,-0.019287,0.12561,-0.014088,0.290967,0.02193,0.31447,0.021815,0.479465,-0.015829,129964232,0.102746
0.007,0.021,0.45,0.33,0.19,0.033,0.025,0.22,0.27,-0.48303,-0.024683,-0.313601,-0.021475,-0.28188,-0.021678,-0.112506,-0.027059,-0.077358,-0.026641,0.091839,-0.017235,0.128473,-0.012165,0.293866,0.024732,0.313947,0.024291,0.477559,-0.01984,85726952,0.151065
0.009,0.017,0.01,0.01,0.15,0.048,0.043,0.24,0.17,-0.467021,-0.03657,-0.317118,-0.002302,-0.280903,0.001112,-0.127237,-0.004547,-0.07578,-0.004348,0.077837,0.002499,0.121495,0.002268,0.275032,-0.006197,0.317442,-0.011128,0.468825,-0.03812,137796144,0.346905
0.02,0.028,0.11,0.11,0.01,0.026,0.032,0.16,0.15,-0.483181,-0.030168,-0.309531,-0.008753,-0.287621,-0.007433,-0.112657,-0.007848,-0.086541,-0.007863,0.088424,-0.007647,0.116033,-0.006911,0.290761,0.002202,0.309333,0.001067,0.48165,-0.029262,19665662,0.246118
0.011,0.024,0.14,0.13,0.16,0.045,0.03,0.13,0.16,-0.475341,-0.028252,-0.31991,-0.016712,-0.277011,-0.014991,-0.121156,-0.014041,-0.074292,-0.012254,0.081183,-0.001333,0.124819,0.000782,0.280622,0.004949,0.319148,0.002033,0.472547,-0.025545,8380121,0.218058
0.003,0.018,0.12,0.07,0.05,0.031,0.04,0.24,0.17,-0.477541,-0.036549,-0.30957,-0.005752,-0.287755,-0.004237,-0.11714,-0.011508,-0.08506,-0.012434,0.085691,-0.015024,0.120773,-0.013736,0.290873,0.001368,0.309484,0.000212,0.476407,-0.035828,65622264,0.277068
0.002,0.011,0.65,0.45,0.07,0.048,0.039,0.17,0.23,-0.485543,-0.043451,-0.335938,-0.07855,-0.277694,-0.08378,-0.12423,-0.075892,-0.073633,-0.071451,0.078859,-0.052483,0.1256,-0.047254,0.278513,-0.03206,0.320751,-0.030924,0.474261,-0.037875,1183198080,0.032366
0.011,0.021,0.08,0.05,0.07,0.021,0.024,0.1,0.11,-0.487977,-0.023275,-0.308906,-0.011727,-0.289685,-0.011193,-0.110249,-0.012781,-0.088477,-0.012622,0.090917,-0.008416,0.112413,-0.007683,0.291677,0.000334,0.308547,-0.000334,0.486614,-0.022518,21712818,0.172582
0.012,0.021,0.46,0.44,0.04,0.047,0.025,0.15,0.23,-0.477961,-0.026297,-0.323655,-0.035091,-0.274726,-0.035945,-0.120208,-0.03254,-0.072764,-0.03105,0.081663,-0.024749,0.131856,-0.019014,0.283726,0.009677,0.320453,0.009567,0.472147,-0.020036,90963832,0.095883
0.004,0.018,0.44,0.36,0.08,0.03,0.032,0.25,0.13,-0.483826,-0.031423,-0.312256,-0.025069,-0.284937,-0.025192,-0.11343,-0.03308,-0.08186,-0.033749,0.089827,-0.033126,0.125861,-0.029386,0.294015,0.005271,0.310664,0.005316,0.479003,-0.028428,280644416,0.122474
0.003,0.021,0.31,0.28,0.09,0.041,0.047,0.13,0.14,-0.479889,-0.047168,-0.320163,-0.048489,-0.279109,-0.048805,-0.119381,-0.049939,-0.076468,-0.049365,0.083172,-0.043958,0.128187,-0.040417,0.28671,-0.020798,0.314935,-0.021061,0.473064,-0.043632,43829376,0.103106
0.006,0.011,0.53,0.3,0.07,0.025,0.026,0.23,0.29,-0.489743,-0.026964,-0.312595,-0.041992,-0.284072,-0.042438,-0.106541,-0.032954,-0.079183,-0.030152,0.096585,-0.003453,0.121522,0.000454,0.297034,0.028788,0.309999,0.027996,0.480757,-0.021493,1245368960,0.179123
0.009,0.026,0.42,0.3,0.06,0.049,0.039,0.17,0.27,-0.474904,-0.038619,-0.321811,-0.03627,-0.27386,-0.036176,-0.120758,-0.037925,-0.070902,-0.037945,0.082201,-0.036319,0.138736,-0.029744,0.288126,0.003808,0.318193,0.003584,0.467065,-0.032195,36157716,0.123249
0.005,0.024,0.36,0.3,0.11,0.043,0.042,0.2,0.17,-0.476136,-0.040703,-0.318005,-0.031655,-0.278842,-0.031184,-0.120539,-0.036429,-0.075718,-0.036934,0.082662,-0.035262,0.131688,-0.031036,0.288019,-0.005579,0.315372,-0.00606,0.470712,-0.036992,28896854,0.141483
0.009,0.013,0.17,0.15,0.13,0.05,0.039,0.13,0.16,-0.474466,-0.038652,-0.323622,-0.036576,-0.27397,-0.036112,-0.123114,-0.035373,-0.069563,-0.032581,0.080552,-0.017626,0.128633,-0.013933,0.27927,-0.005787,0.320057,-0.008209,0.468672,-0.034125,103004920,0.160325
0.01,0.02,0.34,0.18,0.17,0.047,0.034,0.11,0.17,-0.478184,-0.035105,-0.324522,-0.0426,-0.277619,-0.044916,-0.123965,-0.052593,-0.07419,-0.053015,0.079572,-0.047947,0.130661,-0.042911,0.282453,-0.017864,0.320191,-0.016613,0.473309,-0.031557,87142200,0.045014
0.008,0.021,0.27,0.17,0.05,0.034,0.047,0.19,0.3,-0.479706,-0.045674,-0.311515,-0.033702,-0.281042,-0.032666,-0.112426,-0.03319,-0.077292,-0.032873,0.091286,-0.029315,0.133254,-0.024674,0.298537,0.008691,0.308703,0.008224,0.470231,-0.040148,81041952,0.211313
0.006,0.015,0.53,0.34,0.14,0.024,0.026,0.24,0.2,-0.48908,-0.026472,-0.311257,-0.033793,-0.287166,-0.034734,-0.109315,-0.041309,-0.082582,-0.040872,0.09496,-0.02849,0.122429,-0.024532,0.296244,0.013716,0.308751,0.01377,0.482892,-0.022963,680815616,0.098328
0.011,0.029,0.05,0.05,0.14,0.033,0.036,0.19,0.15,-0.477542,-0.032617,-0.311873,-0.003627,-0.285814,-0.001542,-0.117643,-0.003818,-0.082988,-0.003486,0.085108,0.002015,0.115916,0.002091,0.284038,-0.002577,0.311911,-0.005265,0.477827,-0.032811,6324173.5,0.308598
0.008,0.014,0.79,0.49,0.12,0.029,0.029,0.25,0.23,-0.490869,-0.031111,-0.320286,-0.061828,-0.286949,-0.065136,-0.113656,-0.068541,-0.081309,-0.067266,0.091178,-0.050228,0.123616,-0.044765,0.29217,-0.004372,0.30998,-0.003477,0.481732,-0.026787,1313997312,0.041225
0.01,0.024,0.24,0.2,0.12,0.027,0.041,0.19,0.24,-0.482648,-0.039524,-0.308546,-0.022827,-0.285406,-0.021687,-0.110507,-0.021192,-0.081538,-0.020407,0.093132,-0.011437,0.122524,-0.009026,0.296321,0.010588,0.307436,0.00974,0.47624,-0.036037,39967328,0.266008
0.01,0.026,0.69,0.6,0.06,0.046,0.038,0.21,0.29,-0.478678,-0.038967,-0.322204,-0.045794,-0.274813,-0.046979,-0.118193,-0.04798,-0.071358,-0.047762,0.085246,-0.045308,0.139951,-0.037439,0.290898,0.004343,0.316464,0.004796,0.468797,-0.031613,95791752,0.085233
0.015,0.025,0.02,0.02,0.11,0.026,0.03,0.25,0.23,-0.480201,-0.026019,-0.308994,0.016161,-0.290782,0.0183,-0.114461,0.01693,-0.087208,0.017291,0.089015,0.023333,0.112957,0.023339,0.289182,0.017376,0.308878,0.014723,0.480397,-0.026167,17084620,0.454534
0.011,0.019,0.44,0.39,0.09,0.031,0.05,0.23,0.11,-0.483383,-0.04964,-0.313028,-0.045819,-0.285097,-0.046046,-0.114827,-0.052634,-0.081312,-0.053082,0.089074,-0.051056,0.128451,-0.04715,0.295915,-0.015662,0.308131,-0.015635,0.475732,-0.046382,270138080,0.111506
0.004,0.027,0,0,0.05,0.024,0.022,0.24,0.14,-0.483122,-0.018524,-0.310581,0.023627,-0.292884,0.025459,-0.115368,0.019541,-0.09099,0.018942,0.086603,0.01614,0.109822,0.01537,0.28721,0.006401,0.309162,0.004324,0.485084,-0.020138,8233491.5,0.359301
0.013,0.029,0.05,0.04,0.1,0.024,0.031,0.3,0.26,-0.479808,-0.026406,-0.307769,0.023714,-0.293419,0.025644,-0.114251,0.022764,-0.089227,0.022776,0.089938,0.025837,0.113203,0.02596,0.29239,0.024782,0.307635,0.0226,0.479961,-0.026523,3062519,0.52543
0.002,0.013,0.23,0.23,0.11,0.036,0.039,0.25,0.18,-0.47802,-0.036904,-0.312991,-0.019552,-0.280505,-0.01757,-0.114589,-0.014739,-0.075262,-0.012333,0.08976,0.00509,0.123096,0.007507,0.288905,0.014076,0.312316,0.011373,0.472267,-0.032801,207679696,0.317073
0.014,0.023,0.69,0.4,0.06,0.038,0.032,0.23,0.25,-0.482703,-0.032952,-0.318603,-0.041564,-0.282308,-0.044372,-0.118836,-0.0611,-0.080082,-0.064511,0.083799,-0.076596,0.132795,-0.070941,0.289614,-0.021842,0.314864,-0.018896,0.478775,-0.030569,167514080,0.015272
0.009,0.027,0.26,0.24,0.09,0.024,0.027,0.16,0.22,-0.486181,-0.026116,-0.309087,-0.013972,-0.28659,-0.013046,-0.109098,-0.010591,-0.084243,-0.009847,0.093079,-0.001678,0.118654,0.000291,0.295137,0.019359,0.309466,0.018424,0.481975,-0.023411,25779026,0.238581
0.019,0.026,0.7,0.6,0.12,0.037,0.037,0.25,0.22,-0.481769,-0.037133,-0.316535,-0.03833,-0.280918,-0.039245,-0.115841,-0.046536,-0.077212,-0.047381,0.088026,-0.047317,0.133851,-0.041355,0.293605,0.000865,0.312578,0.001362,0.474324,-0.032434,112801208,0.08353
0.005,0.013,0.51,0.48,0.07,0.025,0.048,0.19,0.26,-0.493812,-0.049213,-0.318182,-0.072119,-0.283351,-0.073009,-0.10678,-0.059108,-0.07892,-0.056024,0.096415,-0.030965,0.120329,-0.027769,0.296091,-0.005901,0.304503,-0.006289,0.477513,-0.044211,554855296,0.132299
0.003,0.013,0.59,0.35,0.02,0.024,0.032,0.19,0.24,-0.492261,-0.033288,-0.31587,-0.056411,-0.287258,-0.058029,-0.109385,-0.054936,-0.083873,-0.053878,0.093645,-0.042229,0.122024,-0.038247,0.295895,-0.000599,0.307423,-0.000322,0.482899,-0.02959,1024217024,0.063732
0.003,0.012,0.18,0.16,0.15,0.045,0.035,0.25,0.28,-0.473464,-0.032048,-0.316757,-0.013113,-0.275834,-0.010483,-0.117993,-0.009201,-0.069071,-0.005926,0.087533,0.013844,0.130275,0.017979,0.287764,0.028595,0.317951,0.024663,0.467467,-0.02594,114467800,0.346182
0.007,0.02,0.53,0.39,0.03,0.036,0.043,0.23,0.2,-0.482497,-0.043205,-0.316634,-0.045117,-0.282552,-0.046259,-0.116933,-0.055456,-0.080169,-0.057153,0.085593,-0.063249,0.133491,-0.057959,0.293927,-0.015835,0.311753,-0.01489,0.475745,-0.039808,212442800,0.054907
0.006,0.02,0.04,0.03,0.06,0.042,0.049,0.3,0.27,-0.46621,-0.041234,-0.311269,0.003591,-0.284375,0.007218,-0.123095,0.005047,-0.079692,0.005086,0.081584,0.007548,0.123084,0.007971,0.284377,0.008796,0.3113,0.004951,0.465914,-0.040989,12770615,0.483314
0.016,0.023,0.1,0.1,0.06,0.042,0.021,0.22,0.14,-0.475593,-0.01692,-0.31874,0.011499,-0.281346,0.014393,-0.121988,0.010451,-0.079463,0.009936,0.079943,0.010025,0.122648,0.010779,0.281959,0.016315,0.318874,0.013444,0.475412,-0.016657,27738822,0.290485
0.019,0.027,0.26,0.17,0.01,0.021,0.042,0.26,0.3,-0.4826,-0.039642,-0.302993,-0.009062,-0.289908,-0.008068,-0.107744,-0.01117,-0.086578,-0.011488,0.095597,-0.013861,0.124211,-0.011569,0.303687,0.019769,0.303778,0.019763,0.477005,-0.036681,48319652,0.326667
0.016,0.025,0.04,0.03,0.14,0.046,0.046,0.11,0.15,-0.472792,-0.043643,-0.318769,-0.029152,-0.276814,-0.027016,-0.122115,-0.025788,-0.073699,-0.024107,0.080713,-0.014605,0.123182,-0.013605,0.27787,-0.015823,0.317432,-0.019066,0.470416,-0.042069,17766038,0.230191
0.007,0.027,0.16,0.12,0.06,0.043,0.043,0.3,0.11,-0.468833,-0.036605,-0.314178,0.001518,-0.285511,0.003869,-0.126711,-0.008542,-0.082902,-0.011499,0.076125,-0.020545,0.125253,-0.019765,0.283912,-0.00567,0.314315,-0.007279,0.470601,-0.038039,32323486,0.283508
0.007,0.016,0.11,0.07,0.03,0.029,0.04,0.29,0.2,-0.476659,-0.035573,-0.307795,0.004484,-0.290071,0.006189,-0.116666,-0.000926,-0.086895,-0.001855,0.086616,-0.005558,0.119657,-0.004572,0.292638,0.00948,0.307916,0.00817,0.475981,-0.035119,116962328,0.361347
0.01,0.024,0.29,0.15,0,0.036,0.028,0.14,0.26,-0.481268,-0.027516,-0.315481,-0.023146,-0.280584,-0.022909,-0.114753,-0.025027,-0.078733,-0.025473,0.0871,-0.027455,0.128926,-0.023254,0.291052,0.01167,0.314401,0.01165,0.476468,-0.023543,55914444,0.129907
0.012,0.02,0.28,0.27,0.16,0.041,0.036,0.16,0.16,-0.478506,-0.035415,-0.318541,-0.03096,-0.278603,-0.030432,-0.118576,-0.030663,-0.074854,-0.029035,0.084712,-0.016905,0.126031,-0.013499,0.28543,0.000666,0.315921,-0.00091,0.47301,-0.03143,54072628,0.168611
0.013,0.02,0.59,0.37,0.17,0.036,0.038,0.14,0.14,-0.48638,-0.039781,-0.322636,-0.058281,-0.284845,-0.061574,-0.120369,-0.071668,-0.081266,-0.072448,0.083482,-0.068922,0.124119,-0.065444,0.28707,-0.040923,0.317341,-0.038607,0.482126,-0.03806,590985024,0.008175
