IRTT,"	ORTT","	T1","		T2","		T3","		G","		HNG","		phiL","	phiR","	UX1","		UY1","		UX2	","	UY2	","	UX3	","	UY3	","	UX4	","	UY4","		UX5","		UY5","		UX6","		UY6	","	UX7","		UY7","		UX8","		UY8","		UX9","		UY9","		UX10","		UY10","		MaxVM",Error
0.01,0.016,0.2,0.2,0.18,0.05,0.03,0.18,0.22,-0.473178,-0.028382,-0.321839,-0.018925,-0.273309,-0.017043,-0.121692,-0.014755,-0.06868,-0.011112,0.081825,0.007357,0.129281,0.011308,0.280768,0.01798,0.321374,0.01387,0.468453,-0.023017,41612296,0.250642
0.002,0.016,0.08,0.07,0.16,0.026,0.03,0.15,0.18,-0.484046,-0.028539,-0.309828,-0.010909,-0.286916,-0.009753,-0.111808,-0.009759,-0.083082,-0.008425,0.091271,0.007811,0.11432,0.008838,0.289426,0.008176,0.309617,0.006206,0.481548,-0.026991,26711502,0.273013
0.006,0.03,0.89,0.84,0.2,0.035,0.029,0.2,0.26,-0.484948,-0.030343,-0.318328,-0.044112,-0.280895,-0.045589,-0.113708,-0.044993,-0.076916,-0.043698,0.0899,-0.032541,0.128997,-0.026762,0.291906,0.010819,0.31337,0.010952,0.476731,-0.024614,151959536,0.088164
0.007,0.017,0.4,0.31,0,0.032,0.041,0.24,0.17,-0.482359,-0.040321,-0.312727,-0.033471,-0.283513,-0.033278,-0.113806,-0.037887,-0.081376,-0.038594,0.08837,-0.041391,0.129176,-0.037465,0.295277,-0.00236,0.309774,-0.002335,0.475991,-0.036886,365597184,0.127479
0.006,0.022,0.75,0.61,0.15,0.047,0.028,0.27,0.16,-0.478003,-0.029196,-0.323159,-0.037341,-0.277309,-0.040596,-0.122867,-0.054408,-0.074091,-0.057125,0.080929,-0.060554,0.135366,-0.053494,0.284383,-0.010637,0.319424,-0.007702,0.473495,-0.025174,114881272,0.024623
0.014,0.02,0.47,0.25,0.2,0.033,0.022,0.11,0.17,-0.485706,-0.023493,-0.318648,-0.039731,-0.284908,-0.042356,-0.117348,-0.052144,-0.082273,-0.052505,0.085452,-0.046159,0.12093,-0.042614,0.286594,-0.015642,0.314873,-0.013972,0.48256,-0.021263,368369216,0.020512
0.006,0.02,0.4,0.33,0.09,0.023,0.045,0.12,0.27,-0.491425,-0.045648,-0.312898,-0.057179,-0.28587,-0.057704,-0.10703,-0.053112,-0.082062,-0.051915,0.096397,-0.03937,0.124466,-0.035711,0.300177,-0.002089,0.304368,-0.002157,0.478913,-0.041383,118248848,0.121149
0.004,0.024,0.88,0.46,0.18,0.03,0.035,0.2,0.16,-0.489062,-0.036474,-0.318838,-0.055884,-0.289195,-0.059332,-0.11906,-0.079509,-0.086337,-0.082046,0.084875,-0.088331,0.121664,-0.085985,0.290691,-0.058005,0.318347,-0.054267,0.488737,-0.036375,665536000,0.006664
0.011,0.029,0.63,0.56,0.04,0.036,0.029,0.16,0.16,-0.483397,-0.029822,-0.318556,-0.037655,-0.281836,-0.038928,-0.116848,-0.042526,-0.080468,-0.043077,0.084553,-0.044482,0.125949,-0.040718,0.288011,-0.009573,0.314885,-0.008515,0.478894,-0.026824,81241312,0.052345
0.01,0.025,0.07,0.06,0.12,0.041,0.043,0.14,0.29,-0.474786,-0.040416,-0.314583,-0.02225,-0.276663,-0.019258,-0.115594,-0.012076,-0.072728,-0.009176,0.087841,0.005395,0.126651,0.007966,0.287739,0.014704,0.313603,0.01143,0.467933,-0.035228,6226775,0.355145
0.006,0.019,0.18,0.11,0.09,0.039,0.022,0.29,0.1,-0.476466,-0.017619,-0.31669,0.015257,-0.284654,0.017018,-0.122237,0.001852,-0.08234,-0.000956,0.0806,-0.008685,0.123293,-0.006937,0.285057,0.014081,0.316524,0.013105,0.476675,-0.017894,57756624,0.232637
0.012,0.025,0.19,0.11,0.19,0.025,0.038,0.28,0.29,-0.479908,-0.034591,-0.305484,0.002296,-0.289582,0.003756,-0.111357,-0.000752,-0.083584,-0.000434,0.09449,0.008156,0.121102,0.010031,0.298621,0.0265,0.307148,0.025491,0.475924,-0.031947,38339960,0.418494
0.003,0.024,0.28,0.17,0.07,0.049,0.047,0.25,0.17,-0.469212,-0.043143,-0.317814,-0.021917,-0.278859,-0.020541,-0.126341,-0.03103,-0.076103,-0.033778,0.076649,-0.039987,0.135053,-0.036261,0.285778,-0.010692,0.31684,-0.01116,0.466727,-0.041257,33602280,0.167338
0.014,0.022,0.1,0.09,0.16,0.027,0.036,0.25,0.25,-0.479405,-0.032467,-0.307616,0.003525,-0.28844,0.005471,-0.112924,0.004715,-0.083444,0.005617,0.091699,0.017094,0.116656,0.018029,0.292166,0.01969,0.30838,0.017489,0.477101,-0.030885,11784356,0.434449
0.013,0.02,0.84,0.45,0.04,0.028,0.045,0.15,0.14,-0.492925,-0.046593,-0.322045,-0.072581,-0.289167,-0.075699,-0.116449,-0.082301,-0.086732,-0.082866,0.086113,-0.082834,0.118562,-0.081194,0.290529,-0.0638,0.317823,-0.061218,0.490002,-0.046055,1911672960,0.001164
0.017,0.029,0.69,0.62,0.02,0.039,0.039,0.16,0.24,-0.483206,-0.040239,-0.320872,-0.051338,-0.279115,-0.052688,-0.116403,-0.052096,-0.07715,-0.051825,0.085555,-0.050169,0.132412,-0.044602,0.290975,-0.008084,0.313809,-0.00745,0.474153,-0.035116,99299688,0.066098
0.016,0.024,0.13,0.1,0.19,0.031,0.043,0.15,0.29,-0.480373,-0.04128,-0.309923,-0.024548,-0.281776,-0.0227,-0.110601,-0.016999,-0.076444,-0.01456,0.093803,0.004119,0.122218,0.006409,0.293259,0.01524,0.308809,0.013331,0.472635,-0.036611,14574314,0.343685
0.002,0.01,0.31,0.25,0.14,0.03,0.038,0.21,0.18,-0.485451,-0.038175,-0.313921,-0.040208,-0.28231,-0.039909,-0.110848,-0.034632,-0.076285,-0.031386,0.093161,-0.004651,0.118757,-0.002062,0.290124,0.005688,0.309667,0.003958,0.47701,-0.03377,483349344,0.205902
0.006,0.02,0.09,0.08,0.08,0.046,0.02,0.11,0.13,-0.475702,-0.018401,-0.321471,-0.007958,-0.276819,-0.006386,-0.122236,-0.005956,-0.075489,-0.004929,0.078964,0.001428,0.12481,0.003177,0.279298,0.008602,0.321403,0.006242,0.474317,-0.016413,12857693,0.188282
0.004,0.013,0.44,0.25,0.12,0.034,0.043,0.11,0.27,-0.489917,-0.045126,-0.324101,-0.071319,-0.282838,-0.074189,-0.114992,-0.071203,-0.076301,-0.068325,0.090141,-0.04645,0.125171,-0.041257,0.290801,-0.013904,0.310697,-0.013824,0.47654,-0.039845,542591296,0.066102
0.007,0.019,0.07,0.04,0.03,0.038,0.042,0.19,0.27,-0.474669,-0.038514,-0.312453,-0.012845,-0.280649,-0.010114,-0.116432,-0.00775,-0.077781,-0.006889,0.086379,-0.001938,0.126287,0.000206,0.290032,0.012874,0.312312,0.010588,0.470074,-0.035064,36325740,0.34379
0.006,0.02,0.63,0.58,0.04,0.045,0.031,0.17,0.26,-0.481434,-0.033504,-0.325605,-0.052581,-0.276472,-0.055151,-0.119503,-0.052436,-0.073897,-0.051187,0.082985,-0.045304,0.133387,-0.038416,0.286094,-0.001986,0.317853,-0.000904,0.472685,-0.026854,168857856,0.052396
0.009,0.017,0.33,0.26,0.19,0.033,0.037,0.29,0.15,-0.479026,-0.03466,-0.311071,-0.013607,-0.284526,-0.012564,-0.115437,-0.020374,-0.078237,-0.019949,0.09063,-0.008283,0.125475,-0.004917,0.293454,0.015947,0.311147,0.014615,0.474109,-0.031159,316119968,0.262091
0.01,0.028,0.71,0.68,0.18,0.022,0.029,0.28,0.29,-0.487991,-0.028597,-0.306821,-0.022248,-0.286125,-0.021986,-0.104852,-0.023747,-0.081087,-0.023248,0.099952,-0.01388,0.126983,-0.009928,0.303126,0.032927,0.308316,0.032719,0.480466,-0.024092,98191928,0.20678
0.013,0.027,0.39,0.36,0.13,0.022,0.042,0.16,0.27,-0.488053,-0.041741,-0.308041,-0.037671,-0.285849,-0.037116,-0.105859,-0.032193,-0.081932,-0.030978,0.097632,-0.017647,0.122478,-0.014904,0.300625,0.011258,0.30469,0.011,0.478096,-0.037486,52226360,0.221201
0.002,0.011,0.53,0.39,0.07,0.028,0.031,0.19,0.15,-0.49016,-0.03256,-0.31845,-0.055132,-0.285014,-0.05649,-0.112039,-0.047926,-0.081878,-0.045312,0.08999,-0.023984,0.116701,-0.021165,0.289235,-0.006148,0.310379,-0.006598,0.482119,-0.028935,1005508224,0.085345
0.01,0.015,0.06,0.04,0.19,0.025,0.031,0.21,0.27,-0.482517,-0.028488,-0.30761,0.001021,-0.288025,0.002636,-0.110647,0.00216,-0.082108,0.003755,0.094112,0.023996,0.115377,0.025173,0.292754,0.02451,0.308895,0.022224,0.479483,-0.026387,63792428,0.410281
0.006,0.012,0.06,0.03,0,0.025,0.029,0.12,0.22,-0.485101,-0.027843,-0.309403,-0.012984,-0.286088,-0.011674,-0.109831,-0.006763,-0.084746,-0.006022,0.091493,-0.000529,0.117866,0.000941,0.293625,0.015064,0.309468,0.013912,0.481338,-0.025475,115375792,0.260851
0.005,0.01,0.28,0.17,0.15,0.041,0.034,0.1,0.24,-0.483424,-0.036076,-0.323944,-0.053994,-0.278977,-0.056313,-0.118499,-0.054898,-0.072993,-0.05131,0.085723,-0.027556,0.125237,-0.022316,0.284657,-0.003874,0.315907,-0.004587,0.474321,-0.03028,417322784,0.087335
0.008,0.023,0.43,0.35,0.05,0.042,0.047,0.17,0.13,-0.479307,-0.047136,-0.320381,-0.048171,-0.280068,-0.049149,-0.121279,-0.055825,-0.07829,-0.057168,0.080606,-0.06042,0.131604,-0.056364,0.287988,-0.028036,0.316013,-0.027059,0.47399,-0.044424,65925960,0.06043
0.004,0.028,0.15,0.12,0.1,0.031,0.048,0.28,0.25,-0.473975,-0.043208,-0.306645,-0.004068,-0.28788,-0.00208,-0.116063,-0.005277,-0.083423,-0.005325,0.088403,-0.002634,0.12155,-0.001361,0.293077,0.009129,0.30675,0.007558,0.471426,-0.041566,20472722,0.412037
0.012,0.023,0.14,0.13,0.19,0.027,0.029,0.11,0.29,-0.485038,-0.028274,-0.310125,-0.019341,-0.283088,-0.017926,-0.108197,-0.008547,-0.079055,-0.005827,0.09455,0.01732,0.118887,0.019484,0.293852,0.027343,0.310825,0.025291,0.47888,-0.024025,15835437,0.322624
0.013,0.03,0.66,0.46,0.16,0.023,0.039,0.17,0.23,-0.490087,-0.039433,-0.311566,-0.046661,-0.288692,-0.047618,-0.110192,-0.055327,-0.085204,-0.055766,0.093457,-0.054321,0.124869,-0.0505,0.298668,-0.009077,0.306074,-0.008792,0.482545,-0.036723,89470712,0.063737
0.009,0.015,0.46,0.27,0.05,0.041,0.041,0.22,0.13,-0.480184,-0.041335,-0.319843,-0.044001,-0.279934,-0.045185,-0.119718,-0.052035,-0.076386,-0.052643,0.08396,-0.05029,0.132178,-0.045038,0.289269,-0.012811,0.314951,-0.012228,0.473344,-0.037292,742903488,0.072634
0.004,0.018,0.51,0.29,0.15,0.04,0.035,0.26,0.27,-0.479622,-0.034781,-0.316797,-0.033015,-0.279908,-0.034225,-0.117549,-0.046654,-0.074605,-0.048092,0.088221,-0.046549,0.136968,-0.039279,0.293158,0.006757,0.313992,0.007361,0.472586,-0.029555,293641920,0.083805
0.016,0.022,0.72,0.49,0.12,0.021,0.039,0.2,0.29,-0.493642,-0.039885,-0.31309,-0.058899,-0.290161,-0.060718,-0.108869,-0.070411,-0.085676,-0.070993,0.095873,-0.070408,0.127916,-0.065458,0.301181,-0.011236,0.304338,-0.010985,0.484002,-0.037085,238232416,0.034323
0.002,0.014,0.57,0.4,0.06,0.044,0.044,0.2,0.27,-0.483358,-0.046293,-0.326166,-0.065016,-0.276482,-0.067604,-0.118195,-0.065314,-0.0716,-0.063229,0.086259,-0.051373,0.136411,-0.043626,0.290491,-0.0073,0.314535,-0.006944,0.469622,-0.038694,663710016,0.068413
0.005,0.013,0.25,0.14,0.14,0.029,0.026,0.18,0.14,-0.484589,-0.025471,-0.312643,-0.019381,-0.285207,-0.019229,-0.113204,-0.023401,-0.081264,-0.022328,0.09007,-0.006616,0.118771,-0.004089,0.290215,0.010383,0.311871,0.009261,0.480904,-0.022838,390420384,0.171959
0.005,0.017,0.01,0.01,0.04,0.044,0.029,0.19,0.28,-0.473075,-0.024496,-0.317381,0.004418,-0.278249,0.008569,-0.119954,0.012964,-0.075351,0.014695,0.082809,0.022577,0.125872,0.024049,0.284201,0.026985,0.318707,0.022406,0.47079,-0.021721,9334995,0.410615
0.006,0.017,0.26,0.26,0.17,0.032,0.02,0.28,0.22,-0.481386,-0.017593,-0.31245,0.006012,-0.283628,0.007831,-0.113065,0.005655,-0.079201,0.006852,0.090784,0.021063,0.122826,0.023876,0.292687,0.039499,0.316037,0.036997,0.478729,-0.014267,75638904,0.341161
0.016,0.028,0.86,0.78,0.09,0.048,0.038,0.2,0.27,-0.479677,-0.040087,-0.326057,-0.054588,-0.274735,-0.057102,-0.120432,-0.057681,-0.071275,-0.057112,0.082972,-0.052958,0.138974,-0.044802,0.287999,-0.004787,0.31773,-0.003706,0.469267,-0.032794,152615568,0.054915
0.007,0.029,0.21,0.15,0.15,0.047,0.039,0.28,0.2,-0.468872,-0.033231,-0.316876,-0.000765,-0.280366,0.002241,-0.125107,-0.004932,-0.076208,-0.005983,0.079215,-0.005488,0.129442,-0.003186,0.28426,0.010535,0.317039,0.007764,0.467358,-0.031745,14258210,0.315743
0.01,0.024,0.18,0.1,0.12,0.046,0.04,0.15,0.18,-0.47391,-0.038056,-0.319288,-0.025794,-0.277337,-0.024558,-0.122261,-0.027698,-0.074339,-0.027509,0.080707,-0.023142,0.129604,-0.019904,0.283871,-0.003786,0.317532,-0.005268,0.469788,-0.034874,28652478,0.180478
0.021,0.029,0.52,0.34,0.12,0.048,0.038,0.11,0.19,-0.478356,-0.03939,-0.325631,-0.048697,-0.276546,-0.050949,-0.12361,-0.055663,-0.074088,-0.056189,0.078913,-0.054724,0.133179,-0.049385,0.283533,-0.021007,0.320011,-0.019493,0.472199,-0.035315,92131336,0.041711
0.011,0.023,0.73,0.42,0.02,0.043,0.021,0.19,0.29,-0.480776,-0.023101,-0.322139,-0.039515,-0.27879,-0.043448,-0.119789,-0.055847,-0.076654,-0.058956,0.082481,-0.069483,0.132254,-0.063283,0.283943,-0.014034,0.318062,-0.009716,0.477237,-0.019624,263956496,0.013512
0.019,0.026,0.37,0.29,0.02,0.042,0.039,0.17,0.21,-0.477705,-0.038275,-0.318318,-0.032932,-0.278246,-0.032572,-0.118789,-0.035055,-0.076499,-0.035554,0.082972,-0.036837,0.132092,-0.032487,0.288855,-0.003194,0.315388,-0.003328,0.471848,-0.034197,36972760,0.125306
0.008,0.02,0.33,0.19,0.13,0.04,0.036,0.2,0.3,-0.478313,-0.035009,-0.315814,-0.027283,-0.278447,-0.026859,-0.115815,-0.030897,-0.073531,-0.030592,0.089026,-0.024211,0.134961,-0.018232,0.293735,0.017211,0.314541,0.016546,0.470727,-0.028967,105478984,0.17215
0.002,0.014,0.24,0.14,0.09,0.025,0.021,0.18,0.19,-0.486806,-0.020571,-0.310528,-0.014685,-0.2871,-0.01477,-0.110869,-0.021936,-0.08453,-0.022158,0.091796,-0.017962,0.119701,-0.015222,0.293477,0.014953,0.310538,0.01481,0.483782,-0.018282,160173984,0.132108
0.004,0.018,0.26,0.22,0.06,0.034,0.046,0.18,0.25,-0.480793,-0.045123,-0.313051,-0.036994,-0.280798,-0.036037,-0.112868,-0.03421,-0.077351,-0.03323,0.090424,-0.025798,0.129269,-0.021915,0.295196,0.004007,0.309453,0.003251,0.471712,-0.04006,88022264,0.204501
0.007,0.012,0.22,0.21,0.15,0.038,0.043,0.26,0.21,-0.476547,-0.040743,-0.313209,-0.023323,-0.279338,-0.021309,-0.115086,-0.019246,-0.071982,-0.016043,0.09077,0.006194,0.123982,0.008924,0.28818,0.013564,0.31205,0.01047,0.469637,-0.03589,217031456,0.332901
0.013,0.028,0.5,0.5,0.13,0.027,0.024,0.2,0.19,-0.485834,-0.023613,-0.311372,-0.018728,-0.285148,-0.018414,-0.11062,-0.019128,-0.082569,-0.018622,0.091819,-0.011617,0.121423,-0.008695,0.293817,0.018526,0.311297,0.017956,0.481551,-0.020442,50341960,0.167997
0.007,0.015,0.43,0.23,0.11,0.022,0.024,0.19,0.25,-0.489881,-0.024385,-0.309994,-0.030938,-0.287743,-0.031627,-0.107796,-0.036217,-0.083755,-0.035796,0.095921,-0.024905,0.12137,-0.021343,0.297133,0.01751,0.308291,0.017518,0.484109,-0.021083,595816384,0.108626
0.009,0.028,0.76,0.68,0.06,0.04,0.029,0.12,0.22,-0.484134,-0.031453,-0.324311,-0.053416,-0.280306,-0.05624,-0.118987,-0.054885,-0.078386,-0.054117,0.082869,-0.049369,0.127214,-0.044402,0.285524,-0.013356,0.31675,-0.011803,0.477359,-0.026989,172817312,0.031685
0.005,0.021,0.39,0.34,0.2,0.037,0.023,0.25,0.11,-0.479758,-0.021483,-0.315638,-0.008612,-0.281859,-0.008272,-0.117512,-0.017831,-0.078431,-0.018298,0.086097,-0.012662,0.125678,-0.008854,0.288264,0.016976,0.316149,0.016205,0.477059,-0.018573,102553808,0.166113
0.017,0.03,0.08,0.04,0.14,0.048,0.036,0.27,0.22,-0.467998,-0.029118,-0.318135,0.008277,-0.280606,0.012343,-0.126211,0.007914,-0.076603,0.007608,0.077835,0.010135,0.125766,0.010877,0.280208,0.013132,0.318155,0.008705,0.46793,-0.029043,8625358,0.390512
0.007,0.018,0.38,0.27,0.1,0.042,0.028,0.24,0.2,-0.477586,-0.026881,-0.317825,-0.018641,-0.278617,-0.018541,-0.118817,-0.025968,-0.075214,-0.026725,0.084749,-0.024856,0.131727,-0.019699,0.288284,0.013182,0.317331,0.012933,0.473301,-0.022631,211914048,0.134504
0.004,0.026,0.55,0.5,0.15,0.049,0.025,0.13,0.24,-0.477345,-0.026683,-0.325159,-0.03756,-0.27401,-0.038943,-0.121458,-0.036301,-0.071166,-0.034061,0.081016,-0.023129,0.132137,-0.016794,0.282385,0.009748,0.321417,0.009398,0.471163,-0.019841,67209912,0.094231
0.005,0.013,0.13,0.07,0.11,0.037,0.044,0.2,0.21,-0.476442,-0.041512,-0.3129,-0.022098,-0.282183,-0.020619,-0.117532,-0.024224,-0.076935,-0.023435,0.087452,-0.013435,0.125367,-0.010688,0.289479,0.003108,0.311604,0.001345,0.471462,-0.03826,138652688,0.257887
0.004,0.014,0.46,0.42,0.12,0.049,0.04,0.18,0.29,-0.479718,-0.042295,-0.327101,-0.057982,-0.27197,-0.059285,-0.118782,-0.050824,-0.066522,-0.04559,0.085301,-0.023504,0.134044,-0.016238,0.285708,0.006917,0.317715,0.005334,0.466353,-0.032682,330246208,0.133454
0.004,0.011,0.81,0.69,0.02,0.041,0.027,0.11,0.17,-0.484663,-0.030233,-0.327397,-0.058837,-0.280239,-0.061598,-0.12071,-0.051548,-0.080715,-0.049739,0.079071,-0.045348,0.11986,-0.044377,0.279673,-0.04116,0.321927,-0.039286,0.481397,-0.02834,3252555008,0.012056
0.011,0.021,0.29,0.18,0.17,0.037,0.037,0.23,0.24,-0.477875,-0.034953,-0.313487,-0.018348,-0.281827,-0.017401,-0.116741,-0.024157,-0.076855,-0.024217,0.088252,-0.017957,0.129658,-0.013744,0.292643,0.013374,0.312994,0.012357,0.472464,-0.030871,74291848,0.212156
0.013,0.018,0.2,0.16,0,0.034,0.049,0.25,0.13,-0.475341,-0.045628,-0.309836,-0.018661,-0.285292,-0.017014,-0.117668,-0.021629,-0.0833,-0.022442,0.084355,-0.025763,0.124163,-0.024151,0.291001,-0.007289,0.309104,-0.008331,0.472905,-0.044225,300279744,0.26191
0.017,0.029,0.56,0.28,0.18,0.04,0.046,0.19,0.28,-0.479784,-0.045905,-0.31743,-0.045142,-0.280566,-0.046211,-0.118529,-0.056379,-0.075818,-0.057779,0.086537,-0.058241,0.138093,-0.051393,0.294699,-0.008568,0.312103,-0.008023,0.471078,-0.040982,66326964,0.077231
0.005,0.017,0.3,0.24,0.1,0.022,0.026,0.25,0.25,-0.486537,-0.024814,-0.306865,-0.007357,-0.287603,-0.006487,-0.107089,-0.007681,-0.083499,-0.007108,0.096744,0.002853,0.121071,0.005366,0.299544,0.03246,0.309347,0.031728,0.481811,-0.021591,207931456,0.281374
0.003,0.012,0.07,0.07,0.15,0.042,0.041,0.3,0.11,-0.469367,-0.034404,-0.314231,0.00589,-0.28526,0.008867,-0.125171,0.000961,-0.07843,0.001401,0.081482,0.012317,0.117036,0.011998,0.276726,-0.001791,0.314266,-0.006916,0.471809,-0.036432,82682584,0.404511
0.014,0.023,1,0.83,0.2,0.033,0.032,0.19,0.24,-0.490696,-0.03478,-0.325673,-0.070761,-0.287421,-0.075595,-0.118635,-0.081799,-0.082954,-0.081598,0.085751,-0.073495,0.123542,-0.068568,0.288685,-0.033142,0.314351,-0.030524,0.483246,-0.031868,335275456,0.018843
0.009,0.021,0.6,0.42,0.07,0.021,0.028,0.12,0.16,-0.493174,-0.029114,-0.314843,-0.05215,-0.291307,-0.054069,-0.111599,-0.060221,-0.089634,-0.060591,0.090179,-0.060501,0.115249,-0.058602,0.293024,-0.03161,0.310029,-0.030226,0.489829,-0.028121,471519488,0.008235
0.008,0.015,0.97,0.79,0.03,0.029,0.024,0.25,0.25,-0.492301,-0.026963,-0.324855,-0.072465,-0.289212,-0.076569,-0.115807,-0.070305,-0.085856,-0.068594,0.087134,-0.05507,0.118881,-0.050484,0.288628,-0.014505,0.310891,-0.012836,0.484106,-0.0231,1312605824,0.033661
0.004,0.012,0.4,0.36,0.08,0.039,0.034,0.22,0.27,-0.4821,-0.034869,-0.318817,-0.04246,-0.276016,-0.042012,-0.112927,-0.031011,-0.071531,-0.026585,0.090197,-0.002857,0.127823,0.002073,0.290205,0.020811,0.314852,0.018716,0.471741,-0.027161,459211872,0.208729
0.012,0.028,0.55,0.44,0.18,0.049,0.034,0.2,0.24,-0.475118,-0.033721,-0.322154,-0.031993,-0.274394,-0.032318,-0.121468,-0.036127,-0.070402,-0.035829,0.082469,-0.030233,0.136674,-0.023598,0.286381,0.007842,0.319453,0.007453,0.468379,-0.027502,60866060,0.120207
0.01,0.024,0.35,0.19,0.14,0.029,0.03,0.22,0.25,-0.483122,-0.02873,-0.310451,-0.014724,-0.285515,-0.014368,-0.112514,-0.023438,-0.081849,-0.024182,0.091388,-0.023519,0.126167,-0.019814,0.295656,0.016032,0.310537,0.015785,0.478744,-0.02566,34246904,0.168458
0.004,0.02,0.25,0.22,0,0.023,0.033,0.22,0.18,-0.485072,-0.031597,-0.307441,-0.012689,-0.288587,-0.011857,-0.109981,-0.015028,-0.086911,-0.015412,0.091701,-0.018188,0.119885,-0.01635,0.296623,0.0096,0.307243,0.009208,0.481588,-0.029703,85136888,0.216189
0.007,0.013,0.48,0.43,0.14,0.042,0.041,0.28,0.23,-0.479754,-0.041378,-0.31912,-0.04432,-0.274786,-0.04386,-0.114247,-0.037583,-0.067651,-0.032961,0.090992,-0.007576,0.130955,-0.002,0.290488,0.017012,0.31436,0.014821,0.467768,-0.03291,591493696,0.218797
0.012,0.021,0.15,0.13,0.07,0.024,0.034,0.22,0.23,-0.482938,-0.031763,-0.306997,-0.004515,-0.288423,-0.003108,-0.110384,-0.003533,-0.085281,-0.003183,0.092676,0.002197,0.11836,0.003629,0.295813,0.018064,0.307691,0.016969,0.479513,-0.029669,49728168,0.333415
0.014,0.029,0.76,0.75,0.12,0.028,0.042,0.26,0.13,-0.485861,-0.041953,-0.312055,-0.041377,-0.286485,-0.042026,-0.112932,-0.051418,-0.083355,-0.052454,0.09043,-0.055226,0.128658,-0.050937,0.297507,-0.00972,0.307783,-0.00937,0.479045,-0.038999,147596976,0.079002
0.009,0.027,0.27,0.23,0.18,0.048,0.026,0.21,0.28,-0.473181,-0.023081,-0.319699,-0.00539,-0.274589,-0.002585,-0.120098,-0.001125,-0.070499,0.000935,0.083582,0.01229,0.132202,0.016647,0.285847,0.032866,0.321998,0.029201,0.469261,-0.017524,24619656,0.304376
0.01,0.02,0.07,0.05,0.05,0.026,0.043,0.15,0.21,-0.482034,-0.041173,-0.30789,-0.020553,-0.286507,-0.019159,-0.11116,-0.016995,-0.084123,-0.016332,0.09112,-0.009898,0.117835,-0.008686,0.29294,0.00078,0.306794,-0.00039,0.477835,-0.039073,28242374,0.286182
0.012,0.02,0.19,0.1,0.01,0.021,0.043,0.21,0.2,-0.484267,-0.041373,-0.304961,-0.019045,-0.29102,-0.01845,-0.110463,-0.025413,-0.089206,-0.026166,0.091391,-0.031994,0.120207,-0.030251,0.298784,-0.002696,0.304054,-0.002838,0.480897,-0.039929,101387968,0.206243
0.006,0.026,0.79,0.56,0.16,0.05,0.041,0.23,0.23,-0.477373,-0.042356,-0.325491,-0.051012,-0.276532,-0.054357,-0.124883,-0.066434,-0.072541,-0.069045,0.079557,-0.072122,0.140863,-0.063993,0.286904,-0.021385,0.319162,-0.018799,0.470125,-0.037597,128689776,0.024596
0.007,0.016,0.16,0.1,0.12,0.021,0.049,0.18,0.27,-0.484925,-0.047791,-0.304563,-0.030702,-0.287803,-0.029836,-0.10664,-0.028252,-0.082041,-0.027122,0.098505,-0.012096,0.120123,-0.010139,0.300433,0.007492,0.302301,0.007314,0.476047,-0.044017,137834144,0.30003
0.015,0.028,0.62,0.47,0.14,0.037,0.045,0.2,0.26,-0.482064,-0.045228,-0.316889,-0.047293,-0.28075,-0.048086,-0.115644,-0.053275,-0.076496,-0.053566,0.08867,-0.050828,0.135293,-0.04469,0.295539,-0.004585,0.310931,-0.004369,0.472239,-0.039958,79408968,0.092789
0.003,0.017,0.17,0.14,0.05,0.027,0.037,0.12,0.15,-0.485411,-0.036584,-0.311742,-0.031445,-0.285834,-0.031059,-0.112089,-0.031019,-0.084018,-0.030604,0.089653,-0.025509,0.119187,-0.023598,0.292065,-0.00626,0.309254,-0.006773,0.480792,-0.034384,63030388,0.151655
0.006,0.014,0.44,0.4,0.06,0.028,0.026,0.1,0.28,-0.490492,-0.027957,-0.318903,-0.056729,-0.284809,-0.05823,-0.111355,-0.04465,-0.082273,-0.041673,0.090335,-0.019826,0.118351,-0.016138,0.290734,0.00742,0.310356,0.00704,0.481698,-0.023174,393332864,0.09664
0.017,0.026,0.47,0.28,0.14,0.039,0.024,0.14,0.12,-0.481244,-0.024586,-0.319636,-0.029539,-0.281659,-0.031469,-0.120382,-0.042923,-0.080167,-0.044713,0.08149,-0.047635,0.124529,-0.04454,0.284105,-0.018516,0.317978,-0.016477,0.479523,-0.023172,107960784,0.028952
0.007,0.015,0.02,0.01,0.01,0.04,0.045,0.27,0.23,-0.4691,-0.038343,-0.312023,0.003458,-0.284959,0.006787,-0.122433,0.004299,-0.082125,0.003821,0.080413,0.002457,0.121045,0.002401,0.283587,0.003321,0.311991,-0.000043,0.46982,-0.038912,35241968,0.422134
0.008,0.022,0.87,0.54,0.06,0.049,0.027,0.24,0.28,-0.47907,-0.029852,-0.326525,-0.049084,-0.277363,-0.054821,-0.12449,-0.071233,-0.074838,-0.075761,0.078483,-0.087271,0.136723,-0.080036,0.282566,-0.031361,0.32149,-0.025235,0.475234,-0.026756,273080224,0.019746
0.008,0.013,0.54,0.28,0.14,0.022,0.031,0.15,0.14,-0.493034,-0.032148,-0.315643,-0.054906,-0.290468,-0.05679,-0.111666,-0.060696,-0.086187,-0.059801,0.0919,-0.043357,0.114514,-0.040996,0.292159,-0.020311,0.308666,-0.019837,0.487205,-0.030303,1284929024,0.034738
