IRTT,"	ORTT","	T1","		G","		HNG","		phiL","	phiR","	UX1	","	UY1","		UX2	","	UY2","		UX3	","	UY3	","	UX4	","	UY4	","	UX5","		UY5","		UX6","		UY6	","	MaxVM", Error
0.006,0.016,0.07,0.03,0.03,0.2,0.2,-0.480339,-0.027174,-0.176581,0.022688,-0.149875,0.02567,0.157399,0.044043,0.178558,0.042306,0.478723,-0.025929,59475080,0.551127
0.016,0.021,0.09,0.03,0.03,0.2,0.2,-0.480383,-0.027206,-0.176545,0.022159,-0.149722,0.025162,0.157511,0.044207,0.178583,0.042495,0.478708,-0.025916,47566696,0.549594
0.016,0.029,0.23,0.03,0.03,0.2,0.2,-0.481396,-0.027909,-0.175949,0.010255,-0.146712,0.013627,0.159404,0.045998,0.178892,0.04477,0.478525,-0.025765,26386560,0.501185
0.021,0.028,0.28,0.03,0.03,0.2,0.2,-0.481944,-0.028266,-0.17581,0.003931,-0.145412,0.007437,0.160015,0.045764,0.178891,0.04476,0.478526,-0.025765,43820088,0.470847
0.02,0.028,0.14,0.03,0.03,0.2,0.2,-0.480616,-0.027373,-0.176367,0.019394,-0.148952,0.022498,0.158052,0.044934,0.178697,0.043343,0.47864,-0.02586,24713992,0.539297
0.019,0.027,0.51,0.03,0.03,0.2,0.2,-0.484461,-0.029725,-0.176689,-0.024173,-0.141832,-0.020531,0.160441,0.037659,0.177962,0.037498,0.479113,-0.026244,50885752,0.321975
0.013,0.018,0.3,0.03,0.03,0.2,0.2,-0.48381,-0.029375,-0.176234,-0.017035,-0.142415,-0.013359,0.160626,0.040685,0.178304,0.040324,0.478883,-0.026059,27686304,0.36025
0.006,0.024,0.52,0.03,0.03,0.2,0.2,-0.485409,-0.030201,-0.177614,-0.034379,-0.141374,-0.030871,0.159904,0.032266,0.177408,0.032387,0.479532,-0.026572,119673064,0.267365
0.006,0.017,0.21,0.03,0.03,0.2,0.2,-0.482415,-0.028562,-0.17579,-0.001441,-0.144456,0.002147,0.160362,0.04505,0.178817,0.044223,0.478569,-0.025801,91234408,0.443599
0.006,0.014,0.42,0.03,0.03,0.2,0.2,-0.486481,-0.030696,-0.179025,-0.04571,-0.141387,-0.042475,0.158997,0.024788,0.17677,0.02523,0.480126,-0.027019,431733568,0.209519
0.003,0.018,0.39,0.03,0.03,0.2,0.2,-0.485154,-0.030076,-0.177335,-0.031653,-0.141453,-0.028099,0.160076,0.033829,0.177561,0.033874,0.479409,-0.026477,39287140,0.281645
0.009,0.029,0.13,0.03,0.03,0.2,0.2,-0.48048,-0.027276,-0.176468,0.021005,-0.149395,0.024051,0.157745,0.044537,0.178634,0.042876,0.478677,-0.025891,13685198,0.545469
0.009,0.013,0.32,0.03,0.03,0.2,0.2,-0.484152,-0.029561,-0.176454,-0.020798,-0.14208,-0.017134,0.16055,0.039167,0.17813,0.038912,0.478998,-0.026152,689696896,0.340065
0.004,0.016,0.18,0.03,0.03,0.2,0.2,-0.48207,-0.028346,-0.175796,0.002489,-0.145142,0.00602,0.160123,0.045617,0.178877,0.044661,0.478534,-0.025772,94767368,0.463662
0.013,0.028,0.18,0.03,0.03,0.2,0.2,-0.480992,-0.027635,-0.176132,0.014967,-0.147811,0.018213,0.158783,0.045682,0.178824,0.044274,0.478565,-0.025798,21722934,0.522103
0.02,0.029,0.43,0.03,0.03,0.2,0.2,-0.483302,-0.029089,-0.175987,-0.011409,-0.143029,-0.007738,0.160646,0.042628,0.178532,0.042105,0.478739,-0.025942,40990280,0.390828
0.011,0.019,0.14,0.03,0.03,0.2,0.2,-0.481163,-0.027752,-0.176046,0.012968,-0.147331,0.016271,0.159065,0.045872,0.178861,0.044542,0.478543,-0.02578,64211288,0.513406
0.01,0.016,0.53,0.03,0.03,0.2,0.2,-0.487839,-0.031259,-0.181335,-0.059727,-0.142179,-0.057031,0.157533,0.013167,0.176091,0.01404,0.481072,-0.02769,369666816,0.144335
0.003,0.012,0.15,0.03,0.03,0.2,0.2,-0.481956,-0.028274,-0.175809,0.003802,-0.145387,0.007309,0.160026,0.045752,0.17889,0.044752,0.478526,-0.025766,198716912,0.470411
0.012,0.028,0.2,0.03,0.03,0.2,0.2,-0.48118,-0.027764,-0.176038,0.012769,-0.147284,0.016076,0.159092,0.045886,0.178864,0.044564,0.478541,-0.025778,22780700,0.512681
0.011,0.025,0.12,0.03,0.03,0.2,0.2,-0.480555,-0.027329,-0.176411,0.020121,-0.14915,0.023199,0.157916,0.044764,0.17867,0.043142,0.478656,-0.025873,22523634,0.542275
0.007,0.011,0.35,0.03,0.03,0.2,0.2,-0.483793,-0.029365,-0.176225,-0.016853,-0.142433,-0.013176,0.160629,0.040755,0.178312,0.040388,0.478878,-0.026055,1246303104,0.361338
0.016,0.027,0.52,0.03,0.03,0.2,0.2,-0.48454,-0.029766,-0.176754,-0.025028,-0.141776,-0.021394,0.160408,0.037255,0.177918,0.037117,0.479144,-0.026268,58022488,0.317167
0.006,0.017,0.05,0.03,0.03,0.2,0.2,-0.480015,-0.026937,-0.176875,0.026552,-0.151046,0.029372,0.156495,0.042553,0.178342,0.040631,0.478858,-0.026039,38779380,0.562841
0.017,0.027,0.01,0.03,0.03,0.2,0.2,-0.479431,-0.026493,-0.177534,0.033615,-0.153482,0.036066,0.154334,0.038109,0.177769,0.035797,0.479252,-0.026354,2956972.5,0.574192
0.002,0.013,0.2,0.03,0.03,0.2,0.2,-0.482838,-0.028818,-0.175846,-0.006215,-0.143717,-0.002576,0.160552,0.044059,0.178702,0.04338,0.478637,-0.025857,177388848,0.418604
0.006,0.025,0.13,0.03,0.03,0.2,0.2,-0.480653,-0.027398,-0.176342,0.018965,-0.148837,0.022084,0.158129,0.045028,0.178712,0.043455,0.478631,-0.025852,20413408,0.538012
0.005,0.021,0.24,0.03,0.03,0.2,0.2,-0.482262,-0.028467,-0.175787,0.000296,-0.144751,0.003861,0.160266,0.04533,0.178847,0.044446,0.478551,-0.025786,49260072,0.452396
0.004,0.019,0.07,0.03,0.03,0.2,0.2,-0.480222,-0.02709,-0.176681,0.024074,-0.150284,0.027001,0.157093,0.043568,0.178488,0.041767,0.478767,-0.025964,31912614,0.555719
0.002,0.012,0.18,0.03,0.03,0.2,0.2,-0.482554,-0.028647,-0.1758,-0.003015,-0.144201,0.000593,0.160436,0.04476,0.178783,0.043981,0.478588,-0.025817,211989264,0.435701
0.016,0.026,0.24,0.03,0.03,0.2,0.2,-0.481733,-0.02813,-0.175849,0.00636,-0.145888,0.009819,0.159808,0.045936,0.178903,0.044848,0.478519,-0.025759,37886108,0.482508
0.008,0.025,0.01,0.03,0.03,0.2,0.2,-0.479437,-0.026498,-0.177526,0.033538,-0.153453,0.035995,0.154362,0.038173,0.177776,0.035866,0.479246,-0.026349,2818232.75,0.574288
0.005,0.017,0.15,0.03,0.03,0.2,0.2,-0.481487,-0.027969,-0.175917,0.009206,-0.146483,0.012603,0.159522,0.046009,0.178899,0.044819,0.478521,-0.025761,73525880,0.496138
0.018,0.025,0.11,0.03,0.03,0.2,0.2,-0.480448,-0.027253,-0.176493,0.021387,-0.149503,0.024419,0.157669,0.044432,0.178618,0.042754,0.478687,-0.025899,29735938,0.546652
0.009,0.021,0.02,0.03,0.03,0.2,0.2,-0.479567,-0.026599,-0.177365,0.03196,-0.152871,0.034508,0.154913,0.039406,0.177927,0.037193,0.479138,-0.026263,10245856,0.57284
0.016,0.023,0.04,0.03,0.03,0.2,0.2,-0.479764,-0.026749,-0.177138,0.029575,-0.152036,0.03225,0.155663,0.040975,0.178128,0.038896,0.478999,-0.026153,18104140,0.569184
0.009,0.022,0.08,0.03,0.03,0.2,0.2,-0.48024,-0.027102,-0.176666,0.023862,-0.15022,0.026797,0.157141,0.043645,0.178499,0.041853,0.47876,-0.025959,25088262,0.554882
0.006,0.01,0.02,0.03,0.03,0.2,0.2,-0.479561,-0.026594,-0.177373,0.032032,-0.152897,0.034576,0.154888,0.039353,0.17792,0.037136,0.479142,-0.026267,81401208,0.572944
0.006,0.023,0.62,0.03,0.03,0.2,0.2,-0.486667,-0.030777,-0.179307,-0.047646,-0.141444,-0.044472,0.158815,0.023347,0.176664,0.023845,0.480241,-0.027104,85544584,0.199863
0.009,0.018,0.56,0.03,0.03,0.2,0.2,-0.487739,-0.03122,-0.181145,-0.058705,-0.142091,-0.055961,0.157649,0.014112,0.176131,0.014953,0.480994,-0.027636,167149664,0.148837
0.013,0.028,0.29,0.03,0.03,0.2,0.2,-0.482043,-0.028329,-0.175798,0.0028,-0.145199,0.006325,0.160101,0.045651,0.178881,0.044685,0.478532,-0.02577,32695462,0.465324
0.016,0.028,0.71,0.03,0.03,0.2,0.2,-0.486272,-0.030603,-0.178721,-0.043524,-0.141341,-0.040226,0.159194,0.026357,0.176891,0.026736,0.48,-0.026926,108226216,0.220508
0.006,0.016,0.22,0.03,0.03,0.2,0.2,-0.482862,-0.028832,-0.175851,-0.006493,-0.143677,-0.002852,0.16056,0.043992,0.178694,0.043321,0.478641,-0.025861,62116808,0.41689
0.012,0.025,0.1,0.03,0.03,0.2,0.2,-0.480348,-0.027181,-0.176573,0.022573,-0.149842,0.02556,0.157423,0.044079,0.178564,0.042347,0.47872,-0.025926,20816654,0.55092
0.011,0.018,0.42,0.03,0.03,0.2,0.2,-0.485642,-0.030313,-0.177889,-0.036867,-0.14133,-0.033407,0.15973,0.030761,0.177267,0.030952,0.47965,-0.026662,72706968,0.254549
0.006,0.022,0.2,0.03,0.03,0.2,0.2,-0.481654,-0.028079,-0.175868,0.007266,-0.146073,0.010706,0.159722,0.045975,0.178904,0.044855,0.478518,-0.025759,39314212,0.487312
0.015,0.021,0.43,0.03,0.03,0.2,0.2,-0.484907,-0.029953,-0.177086,-0.028996,-0.14156,-0.025404,0.160224,0.035266,0.177707,0.035239,0.479298,-0.02639,43642624,0.295848
0.014,0.029,0.55,0.03,0.03,0.2,0.2,-0.48445,-0.029719,-0.17668,-0.024052,-0.14184,-0.020409,0.160445,0.037715,0.177968,0.037551,0.479109,-0.02624,63520788,0.322507
0.003,0.016,0.11,0.03,0.03,0.2,0.2,-0.480948,-0.027605,-0.176156,0.015484,-0.147939,0.018715,0.158706,0.045618,0.178812,0.04419,0.478571,-0.025803,70549720,0.524064
0.004,0.027,0.28,0.03,0.03,0.2,0.2,-0.482019,-0.028314,-0.175801,0.003078,-0.145251,0.006598,0.16008,0.045681,0.178883,0.044705,0.47853,-0.025769,29540148,0.466679
0.012,0.019,0.03,0.03,0.03,0.2,0.2,-0.479707,-0.026706,-0.177202,0.030265,-0.152273,0.032905,0.155455,0.040554,0.178073,0.038437,0.479037,-0.026183,23998592,0.570567
0.007,0.026,0.12,0.03,0.03,0.2,0.2,-0.480506,-0.027294,-0.176448,0.020701,-0.14931,0.023758,0.157805,0.044618,0.178647,0.04297,0.47867,-0.025885,17452472,0.544425
0.004,0.02,0.2,0.03,0.03,0.2,0.2,-0.481862,-0.028214,-0.175823,0.004873,-0.145593,0.008361,0.159939,0.045843,0.178897,0.044806,0.478522,-0.025762,50375020,0.475493
0.009,0.013,0.05,0.03,0.03,0.2,0.2,-0.480045,-0.02696,-0.176846,0.026189,-0.150932,0.029025,0.156587,0.042716,0.178365,0.040812,0.478844,-0.026027,111415928,0.561365
0.015,0.022,0.06,0.03,0.03,0.2,0.2,-0.480007,-0.026931,-0.176884,0.026653,-0.151078,0.029468,0.156469,0.042507,0.178336,0.04058,0.478863,-0.026042,27542048,0.563055
0.002,0.021,0.1,0.03,0.03,0.2,0.2,-0.480509,-0.027297,-0.176446,0.020665,-0.1493,0.023723,0.157812,0.044627,0.178648,0.042981,0.478669,-0.025884,27858608,0.544107
0.011,0.022,0.12,0.03,0.03,0.2,0.2,-0.480708,-0.027438,-0.176304,0.018312,-0.148663,0.021452,0.158245,0.045162,0.178734,0.043617,0.478618,-0.025842,35037124,0.535756
0.007,0.029,0.52,0.03,0.03,0.2,0.2,-0.48413,-0.029549,-0.176439,-0.020554,-0.1421,-0.016888,0.160556,0.039271,0.178142,0.039009,0.47899,-0.026145,55449400,0.341326
0.009,0.022,0.03,0.03,0.03,0.2,0.2,-0.47967,-0.026678,-0.177244,0.030708,-0.152427,0.033325,0.155318,0.04027,0.178036,0.038128,0.479062,-0.026203,12178612,0.571051
0.007,0.027,0.14,0.03,0.03,0.2,0.2,-0.480656,-0.027401,-0.176339,0.01892,-0.148825,0.02204,0.158138,0.045038,0.178713,0.043467,0.47863,-0.025852,17164038,0.537502
0.006,0.02,0.31,0.03,0.03,0.2,0.2,-0.4835,-0.029202,-0.176072,-0.013609,-0.142772,-0.009933,0.160652,0.041916,0.178448,0.041456,0.478792,-0.025985,20406752,0.379016
0.019,0.026,0.33,0.03,0.03,0.2,0.2,-0.482721,-0.028748,-0.175823,-0.004897,-0.143911,-0.00127,0.16051,0.044365,0.178738,0.043646,0.478615,-0.02584,23367700,0.425495
0.005,0.013,0.74,0.03,0.03,0.2,0.2,-0.491109,-0.032341,-0.189142,-0.092097,-0.147828,-0.091912,0.15359,-0.029448,0.176926,-0.027159,0.484737,-0.029867,1465712512,0.040372
