IRTT,"	ORTT","	T1","		T2","		T3","		G","		HNG","		phiL","	phiR","	UX1","		UY1","		UX2	","	UY2	","	UX3	","	UY3	","	UX4	","	UY4","		UX5","		UY5","		UX6","		UY6	","	UX7","		UY7","		UX8","		UY8","		UX9","		UY9","		UX10","		UY10","		MaxVM",Error
0.007,0.017,0.4,0.31,0,0.032,0.041,0.24,0.17,-0.474713,-0.036022,-0.309809,0.004333,-0.288954,0.006606,-0.119228,0.002729,-0.087237,0.001998,0.082489,-0.00188,0.114481,-0.00261,0.284206,-0.006488,0.309972,-0.00898,0.477294,-0.037702,365597184,0.127479
0.006,0.022,0.75,0.61,0.15,0.047,0.028,0.27,0.16,-0.469883,-0.020717,-0.320443,0.020641,-0.28278,0.025072,-0.127821,0.01952,-0.080852,0.017837,0.074107,0.012285,0.121077,0.010603,0.276035,0.005051,0.319262,0.000805,0.472339,-0.023898,114881272,0.024623
0.014,0.02,0.47,0.25,0.2,0.033,0.022,0.11,0.17,-0.481185,-0.020056,-0.314354,-0.00163,-0.283436,0.00038,-0.115623,0.003703,-0.08263,0.004357,0.085183,0.00768,0.118176,0.008334,0.285989,0.011657,0.31459,0.009505,0.480016,-0.018891,368369216,0.020512
0.006,0.02,0.4,0.33,0.09,0.023,0.045,0.12,0.27,-0.483196,-0.0433,-0.305583,-0.021883,-0.285862,-0.020213,-0.107178,-0.011445,-0.084205,-0.010318,0.094479,-0.001551,0.117451,-0.000424,0.296135,0.008343,0.304496,0.007416,0.476914,-0.040302,118248848,0.121149
0.004,0.024,0.88,0.46,0.18,0.03,0.035,0.2,0.16,-0.478346,-0.031322,-0.310433,0.002715,-0.288146,0.004804,-0.116834,0.002557,-0.086836,0.002163,0.084476,-0.000084,0.114474,-0.000478,0.285786,-0.002725,0.310476,-0.004868,0.479615,-0.032163,665536000,0.006664
0.011,0.029,0.63,0.56,0.04,0.036,0.029,0.16,0.16,-0.47761,-0.025762,-0.31469,0.00053,-0.283541,0.003027,-0.118514,0.003027,-0.082514,0.003027,0.082514,0.003027,0.118514,0.003027,0.283541,0.003027,0.31469,0.00053,0.47761,-0.025762,81241312,0.052345
0.01,0.025,0.07,0.06,0.12,0.041,0.043,0.14,0.29,-0.4737,-0.039719,-0.314049,-0.01722,-0.277175,-0.013729,-0.116138,-0.00586,-0.075187,-0.003859,0.08585,0.004009,0.126801,0.00601,0.287838,0.013879,0.313563,0.010761,0.46806,-0.035342,6226775,0.355145
0.006,0.019,0.18,0.11,0.09,0.039,0.022,0.29,0.1,-0.475023,-0.015505,-0.318711,0.03114,-0.288219,0.03463,-0.125409,0.02451,-0.086485,0.022091,0.076325,0.01197,0.11525,0.009551,0.278059,-0.000569,0.316092,-0.003658,0.478401,-0.019943,57756624,0.232637
0.012,0.025,0.19,0.11,0.19,0.025,0.038,0.28,0.29,-0.477485,-0.033066,-0.306147,0.016203,-0.292014,0.018218,-0.113733,0.018789,-0.088733,0.018868,0.089548,0.019439,0.114548,0.019519,0.292828,0.020089,0.306318,0.018141,0.477156,-0.032839,38339960,0.418494
0.003,0.024,0.28,0.17,0.07,0.049,0.047,0.25,0.17,-0.464634,-0.039477,-0.316508,-0.001655,-0.281131,0.002323,-0.128305,-0.001663,-0.079322,-0.002941,0.073505,-0.006927,0.122488,-0.008205,0.275315,-0.012191,0.317227,-0.016313,0.467902,-0.042178,33602280,0.167338
0.014,0.022,0.1,0.09,0.16,0.027,0.036,0.25,0.25,-0.478013,-0.031541,-0.307951,0.011883,-0.290277,0.014104,-0.114759,0.014104,-0.087759,0.014104,0.087759,0.014104,0.114759,0.014104,0.290277,0.014104,0.307951,0.011883,0.478013,-0.031541,11784356,0.434449
0.013,0.02,0.84,0.45,0.04,0.028,0.045,0.15,0.14,-0.479432,-0.042403,-0.308529,-0.016573,-0.287559,-0.015032,-0.114715,-0.015602,-0.086715,-0.015695,0.086128,-0.016265,0.114128,-0.016357,0.286972,-0.016927,0.308704,-0.018487,0.479858,-0.042606,1911672960,0.001164
0.017,0.029,0.69,0.62,0.02,0.039,0.039,0.16,0.24,-0.474536,-0.035395,-0.313901,-0.009472,-0.280351,-0.006341,-0.117694,-0.002089,-0.078707,-0.00107,0.08395,0.003181,0.122937,0.0042,0.285594,0.008452,0.313739,0.00543,0.471788,-0.033247,99299688,0.066098
0.016,0.024,0.13,0.1,0.19,0.031,0.043,0.15,0.29,-0.478248,-0.040201,-0.308902,-0.014607,-0.282561,-0.012023,-0.11147,-0.00423,-0.080502,-0.002819,0.09059,0.004974,0.121558,0.006385,0.29265,0.014179,0.308734,0.012203,0.472851,-0.036772,14574314,0.343685
0.002,0.01,0.31,0.25,0.14,0.03,0.038,0.21,0.18,-0.477408,-0.034038,-0.309634,0.001721,-0.288259,0.003868,-0.116724,0.002185,-0.086726,0.001891,0.084809,0.000208,0.114807,-0.000086,0.286342,-0.001769,0.309668,-0.003989,0.478439,-0.034701,483349344,0.205902
0.006,0.02,0.09,0.08,0.08,0.046,0.02,0.11,0.13,-0.474943,-0.017354,-0.321294,-0.000384,-0.277497,0.002172,-0.122917,0.003196,-0.076918,0.0035,0.077663,0.004523,0.123662,0.004828,0.278242,0.005851,0.321322,0.00319,0.474601,-0.01685,12857693,0.188282
0.004,0.013,0.44,0.25,0.12,0.034,0.043,0.11,0.27,-0.478382,-0.040874,-0.311524,-0.022445,-0.280121,-0.01989,-0.112478,-0.011108,-0.078525,-0.009329,0.089118,-0.000546,0.123071,0.001233,0.290714,0.010015,0.310356,0.007869,0.472146,-0.036908,542591296,0.066102
0.007,0.019,0.07,0.04,0.03,0.038,0.042,0.19,0.27,-0.47341,-0.037656,-0.312131,-0.006639,-0.281321,-0.003299,-0.117143,0.000964,-0.079155,0.001951,0.085023,0.006214,0.12301,0.0072,0.287189,0.011463,0.312202,0.008396,0.470486,-0.03541,36325740,0.34379
0.006,0.02,0.63,0.58,0.04,0.045,0.031,0.17,0.26,-0.47258,-0.026747,-0.317851,-0.000186,-0.277521,0.003846,-0.120596,0.008446,-0.075616,0.009764,0.081309,0.014364,0.12629,0.015683,0.283215,0.020282,0.318571,0.016186,0.470287,-0.024174,168857856,0.052396
0.009,0.017,0.33,0.26,0.19,0.033,0.037,0.29,0.15,-0.473609,-0.030737,-0.311408,0.017666,-0.291378,0.020127,-0.122284,0.012424,-0.089318,0.010923,0.079776,0.00322,0.112742,0.001718,0.281836,-0.005984,0.310788,-0.008824,0.478156,-0.034119,316119968,0.262091
0.01,0.028,0.71,0.68,0.18,0.022,0.029,0.28,0.29,-0.481414,-0.024831,-0.307192,0.025268,-0.293542,0.027213,-0.112262,0.027793,-0.090262,0.027864,0.091019,0.028444,0.113019,0.028514,0.294299,0.029094,0.307455,0.027194,0.481167,-0.024644,98191928,0.20678
0.013,0.027,0.39,0.36,0.13,0.022,0.042,0.16,0.27,-0.482449,-0.039711,-0.304691,-0.011025,-0.288026,-0.009388,-0.108084,-0.002941,-0.086098,-0.002153,0.093845,0.004294,0.115831,0.005081,0.295773,0.011528,0.304661,0.010483,0.478196,-0.037544,52226360,0.221201
0.002,0.011,0.53,0.39,0.07,0.028,0.031,0.19,0.15,-0.480397,-0.027798,-0.310328,0.00491,-0.288843,0.006815,-0.115671,0.004539,-0.087674,0.004171,0.085498,0.001895,0.113495,0.001527,0.286667,-0.000748,0.310283,-0.002679,0.481525,-0.02856,1005508224,0.085345
0.01,0.015,0.06,0.04,0.19,0.025,0.031,0.21,0.27,-0.481312,-0.027713,-0.307831,0.009263,-0.288968,0.011436,-0.111623,0.014882,-0.086627,0.015367,0.090718,0.018813,0.115713,0.019298,0.293058,0.022744,0.308732,0.02077,0.479684,-0.026543,63792428,0.410281
0.006,0.012,0.06,0.03,0,0.025,0.029,0.12,0.22,-0.484118,-0.027295,-0.309061,-0.006187,-0.286677,-0.004473,-0.110447,0.001318,-0.08546,0.002139,0.09077,0.007929,0.115756,0.00875,0.291986,0.01454,0.309397,0.012906,0.481473,-0.025573,115375792,0.260851
0.005,0.01,0.28,0.17,0.15,0.041,0.034,0.1,0.24,-0.476208,-0.031784,-0.316526,-0.015762,-0.277482,-0.012907,-0.117167,-0.005532,-0.076211,-0.003648,0.084104,0.003728,0.125061,0.005612,0.285375,0.012987,0.316121,0.009995,0.472006,-0.028153,417322784,0.087335
0.008,0.023,0.43,0.35,0.05,0.042,0.047,0.17,0.13,-0.471351,-0.04277,-0.314713,-0.015882,-0.281589,-0.013279,-0.122674,-0.015374,-0.080678,-0.015928,0.078237,-0.018023,0.120234,-0.018577,0.279149,-0.020672,0.315497,-0.023278,0.473084,-0.043881,65925960,0.06043
0.004,0.028,0.15,0.12,0.1,0.031,0.048,0.28,0.25,-0.471839,-0.041847,-0.306684,0.005644,-0.290017,0.007911,-0.118178,0.006252,-0.08718,0.005953,0.084659,0.004295,0.115658,0.003995,0.287497,0.002337,0.306602,-0.000157,0.473106,-0.042673,20472722,0.412037
0.012,0.023,0.14,0.13,0.19,0.027,0.029,0.11,0.29,-0.483398,-0.027343,-0.309315,-0.008116,-0.2839,-0.005966,-0.109061,0.004319,-0.082107,0.005904,0.092732,0.016189,0.119686,0.017775,0.294525,0.02806,0.310943,0.026153,0.478771,-0.023929,15835437,0.322624
0.013,0.03,0.66,0.46,0.16,0.023,0.039,0.17,0.23,-0.482068,-0.036492,-0.305976,-0.006265,-0.288978,-0.004649,-0.110346,-0.001147,-0.08735,-0.000696,0.091282,0.002805,0.114278,0.003256,0.29291,0.006758,0.30595,0.005381,0.479912,-0.035351,89470712,0.063737
0.009,0.015,0.46,0.27,0.05,0.041,0.041,0.22,0.13,-0.471047,-0.035538,-0.314549,-0.000542,-0.28421,0.002356,-0.123917,-0.00238,-0.082935,-0.003591,0.077359,-0.008327,0.118341,-0.009537,0.278634,-0.014273,0.315348,-0.017208,0.474358,-0.037997,742903488,0.072634
0.004,0.018,0.51,0.29,0.15,0.04,0.035,0.26,0.27,-0.471674,-0.028682,-0.314313,0.013179,-0.283871,0.017209,-0.121038,0.017733,-0.081038,0.017862,0.081795,0.018385,0.121794,0.018514,0.284627,0.019038,0.314455,0.015036,0.471389,-0.028397,293641920,0.083805
0.016,0.022,0.72,0.49,0.12,0.021,0.039,0.2,0.29,-0.481961,-0.036137,-0.30403,-0.000068,-0.289857,0.001563,-0.108383,0.006845,-0.087392,0.007456,0.094082,0.012738,0.115073,0.013349,0.296546,0.018631,0.304817,0.017546,0.478786,-0.034369,238232416,0.034323
0.002,0.014,0.57,0.4,0.06,0.044,0.044,0.2,0.27,-0.469697,-0.038752,-0.314549,-0.007302,-0.278736,-0.003298,-0.120474,0.000293,-0.076485,0.001292,0.081778,0.004883,0.125767,0.005881,0.28403,0.009473,0.314492,0.005687,0.467061,-0.036538,663710016,0.068413
0.005,0.013,0.25,0.14,0.14,0.029,0.026,0.18,0.14,-0.481079,-0.022984,-0.311806,0.007819,-0.288038,0.009806,-0.116,0.007541,-0.087002,0.00716,0.085037,0.004895,0.114034,0.004513,0.286073,0.002249,0.311644,0.000287,0.482014,-0.023722,390420384,0.171959
0.005,0.017,0.01,0.01,0.04,0.044,0.029,0.19,0.28,-0.472919,-0.024323,-0.317413,0.005584,-0.278449,0.009871,-0.12016,0.014489,-0.076179,0.015773,0.08211,0.020391,0.126091,0.021674,0.28438,0.026293,0.318653,0.021972,0.470842,-0.021791,9334995,0.410615
0.006,0.017,0.26,0.26,0.17,0.032,0.02,0.28,0.22,-0.479096,-0.014799,-0.315162,0.032341,-0.289703,0.035677,-0.119157,0.032372,-0.087163,0.031752,0.083382,0.028447,0.115376,0.027827,0.285921,0.024522,0.313555,0.021199,0.480021,-0.016026,75638904,0.341161
0.016,0.028,0.86,0.78,0.09,0.048,0.038,0.2,0.27,-0.468929,-0.032474,-0.317701,-0.001819,-0.276873,0.002746,-0.122609,0.006247,-0.074621,0.007336,0.079642,0.010836,0.12763,0.011925,0.281894,0.015426,0.31802,0.010936,0.466734,-0.030222,152615568,0.054915
0.007,0.029,0.21,0.15,0.15,0.047,0.039,0.28,0.2,-0.466637,-0.030987,-0.317266,0.011966,-0.282977,0.016346,-0.127604,0.012321,-0.08062,0.011104,0.074752,0.007079,0.121736,0.005862,0.277109,0.001837,0.316894,-0.002676,0.46922,-0.033554,14258210,0.315743
0.01,0.024,0.18,0.1,0.12,0.046,0.04,0.15,0.18,-0.471281,-0.036114,-0.317915,-0.012935,-0.277757,-0.009718,-0.122658,-0.008188,-0.07666,-0.007734,0.07844,-0.006204,0.124438,-0.005751,0.279537,-0.004221,0.317609,-0.007467,0.47021,-0.035236,28652478,0.180478
0.021,0.029,0.52,0.34,0.12,0.048,0.038,0.11,0.19,-0.471973,-0.035136,-0.31989,-0.018339,-0.275213,-0.015288,-0.122258,-0.011254,-0.074275,-0.009989,0.07868,-0.005956,0.126664,-0.004691,0.279619,-0.000657,0.319,-0.003887,0.469255,-0.032784,92131336,0.041711
0.011,0.023,0.73,0.42,0.02,0.043,0.021,0.19,0.29,-0.474921,-0.016562,-0.318307,0.013558,-0.278992,0.017948,-0.119592,0.023109,-0.076615,0.024501,0.082785,0.029662,0.125763,0.031054,0.285162,0.036216,0.320569,0.031629,0.473393,-0.013975,263956496,0.013512
0.019,0.026,0.37,0.29,0.02,0.042,0.039,0.17,0.21,-0.472705,-0.034885,-0.315527,-0.007904,-0.279919,-0.004635,-0.120456,-0.002548,-0.07846,-0.001998,0.081003,0.00009,0.122999,0.00064,0.282462,0.002728,0.315358,-0.000521,0.471331,-0.033766,36972760,0.125306
0.008,0.02,0.33,0.19,0.13,0.04,0.036,0.2,0.3,-0.473247,-0.031309,-0.313807,0.001011,-0.280206,0.004931,-0.117609,0.010183,-0.07763,0.011474,0.084967,0.016726,0.124946,0.018018,0.287543,0.02327,0.314839,0.019594,0.470255,-0.028482,105478984,0.17215
0.002,0.014,0.24,0.14,0.09,0.025,0.021,0.18,0.19,-0.483942,-0.018423,-0.310416,0.013154,-0.289309,0.015093,-0.112933,0.015671,-0.087934,0.015753,0.088442,0.016331,0.113441,0.016413,0.289817,0.016991,0.310557,0.015049,0.483759,-0.018261,160173984,0.132108
0.004,0.018,0.26,0.22,0.06,0.034,0.046,0.18,0.25,-0.475039,-0.042213,-0.309813,-0.012147,-0.283279,-0.009447,-0.115383,-0.00562,-0.081392,-0.004845,0.086504,-0.001017,0.120495,-0.000242,0.288391,0.003585,0.309429,0.001185,0.472148,-0.040364,88022264,0.204501
0.007,0.012,0.22,0.21,0.15,0.038,0.043,0.26,0.21,-0.470584,-0.03667,-0.311841,0.005559,-0.286233,0.008696,-0.121991,0.006034,-0.083996,0.005418,0.080247,0.002756,0.118242,0.00214,0.282485,-0.000522,0.311798,-0.003852,0.472454,-0.038095,217031456,0.332901
0.013,0.028,0.5,0.5,0.13,0.027,0.024,0.2,0.19,-0.482001,-0.02084,-0.310951,0.013834,-0.289066,0.015994,-0.114538,0.015423,-0.087538,0.015335,0.086991,0.014764,0.11399,0.014676,0.288519,0.014105,0.310822,0.011943,0.48221,-0.021019,50341960,0.167997
0.007,0.015,0.43,0.23,0.11,0.022,0.024,0.19,0.25,-0.484665,-0.021491,-0.307899,0.012505,-0.290163,0.01437,-0.110191,0.017883,-0.088195,0.018312,0.091777,0.021825,0.113772,0.022254,0.293744,0.025767,0.308994,0.024002,0.483404,-0.020532,595816384,0.108626
0.009,0.028,0.76,0.68,0.06,0.04,0.029,0.12,0.22,-0.476672,-0.026397,-0.316507,-0.007085,-0.279181,-0.004226,-0.117943,0.001071,-0.077964,0.002385,0.083274,0.007683,0.123252,0.008996,0.28449,0.014294,0.316717,0.01127,0.474153,-0.023936,172817312,0.031685
0.005,0.021,0.39,0.34,0.2,0.037,0.023,0.25,0.11,-0.476385,-0.017708,-0.316878,0.023021,-0.287218,0.026058,-0.122767,0.018506,-0.085806,0.016809,0.078646,0.009256,0.115607,0.007559,0.280058,0.000007,0.315457,-0.002758,0.479087,-0.02083,102553808,0.166113
0.017,0.03,0.08,0.04,0.14,0.048,0.036,0.27,0.22,-0.467267,-0.028294,-0.318404,0.012905,-0.281461,0.017619,-0.127023,0.015122,-0.079029,0.014346,0.07541,0.011848,0.123403,0.011072,0.277842,0.008575,0.317986,0.003813,0.468722,-0.029895,8625358,0.390512
0.007,0.018,0.38,0.27,0.1,0.042,0.028,0.24,0.2,-0.472946,-0.022206,-0.317558,0.01582,-0.283182,0.019739,-0.123222,0.017657,-0.081226,0.017111,0.078734,0.015029,0.120731,0.014483,0.28069,0.012401,0.317071,0.008512,0.473856,-0.02327,211914048,0.134504
0.004,0.026,0.55,0.5,0.15,0.049,0.025,0.13,0.24,-0.472466,-0.021613,-0.321179,-0.001834,-0.274742,0.00203,-0.122267,0.007526,-0.073299,0.009291,0.079176,0.014787,0.128145,0.016552,0.28062,0.022048,0.322059,0.017808,0.47026,-0.01846,67209912,0.094231
0.005,0.013,0.13,0.07,0.11,0.037,0.044,0.2,0.21,-0.473127,-0.039448,-0.311719,-0.006729,-0.283686,-0.00387,-0.118996,-0.003332,-0.081996,-0.003211,0.082694,-0.002674,0.119694,-0.002553,0.284384,-0.002016,0.311661,-0.004845,0.472734,-0.039177,138652688,0.257887
0.004,0.014,0.46,0.42,0.12,0.049,0.04,0.18,0.29,-0.468735,-0.034968,-0.317792,-0.0075,-0.274939,-0.002862,-0.121614,0.002606,-0.072646,0.004353,0.080679,0.009821,0.129648,0.011567,0.282972,0.017035,0.31807,0.012547,0.465085,-0.031324,330246208,0.133454
0.004,0.011,0.81,0.69,0.02,0.041,0.027,0.11,0.17,-0.47666,-0.024586,-0.317781,-0.007039,-0.279338,-0.00454,-0.119524,-0.001375,-0.078532,-0.000563,0.081282,0.002602,0.122274,0.003414,0.282088,0.006579,0.317686,0.0039,0.475228,-0.023143,3252555008,0.012056
0.011,0.021,0.29,0.18,0.17,0.037,0.037,0.23,0.24,-0.473552,-0.031808,-0.312678,0.005859,-0.284481,0.009163,-0.119256,0.009699,-0.082257,0.009818,0.082967,0.010354,0.119967,0.010474,0.285191,0.01101,0.312746,0.007732,0.473235,-0.031542,74291848,0.212156
0.013,0.018,0.2,0.16,0,0.034,0.049,0.25,0.13,-0.471406,-0.043271,-0.308931,-0.001784,-0.289519,0.000269,-0.121961,-0.006314,-0.087987,-0.007649,0.079572,-0.014232,0.113545,-0.015566,0.281104,-0.022149,0.310519,-0.024645,0.476791,-0.046383,300279744,0.26191
0.017,0.029,0.56,0.28,0.18,0.04,0.046,0.19,0.28,-0.471672,-0.041395,-0.312238,-0.010733,-0.279952,-0.00718,-0.117665,-0.002445,-0.077682,-0.001279,0.084605,0.003457,0.124588,0.004623,0.286875,0.009359,0.312033,0.006187,0.468067,-0.038681,66326964,0.077231
0.005,0.017,0.3,0.24,0.1,0.022,0.026,0.25,0.25,-0.482909,-0.02247,-0.308003,0.022191,-0.292777,0.024104,-0.112259,0.024104,-0.090259,0.024104,0.090259,0.024104,0.112259,0.024104,0.292777,0.024104,0.308003,0.022191,0.482909,-0.02247,207931456,0.281374
0.003,0.012,0.07,0.07,0.15,0.042,0.041,0.3,0.11,-0.467822,-0.032963,-0.314696,0.014404,-0.288329,0.017558,-0.128352,0.007634,-0.086433,0.005033,0.073544,-0.00489,0.115463,-0.007491,0.27544,-0.017415,0.31531,-0.020851,0.474626,-0.038447,82682584,0.404511
0.014,0.023,1,0.83,0.2,0.033,0.032,0.19,0.24,-0.477753,-0.028308,-0.311893,0.00359,-0.284714,0.006404,-0.115837,0.009153,-0.082841,0.009691,0.086037,0.012441,0.119032,0.012978,0.28791,0.015728,0.312307,0.012987,0.476366,-0.027161,335275456,0.018843
0.009,0.021,0.6,0.42,0.07,0.021,0.028,0.12,0.16,-0.486224,-0.026542,-0.307704,-0.005016,-0.289763,-0.003819,-0.109966,-0.001445,-0.088968,-0.001168,0.090828,0.001206,0.111827,0.001483,0.291623,0.003857,0.307658,0.002678,0.485173,-0.02597,471519488,0.008235
0.008,0.015,0.97,0.79,0.03,0.029,0.024,0.25,0.25,-0.480013,-0.019667,-0.311889,0.023263,-0.289277,0.026104,-0.115759,0.026104,-0.086759,0.026104,0.086759,0.026104,0.115759,0.026104,0.289277,0.026104,0.311889,0.023263,0.480013,-0.019667,1312605824,0.033661
0.004,0.012,0.4,0.36,0.08,0.039,0.034,0.22,0.27,-0.47355,-0.028925,-0.314031,0.006747,-0.282374,0.010502,-0.118936,0.013145,-0.079941,0.013775,0.083496,0.016418,0.122491,0.017049,0.285928,0.019691,0.314601,0.016033,0.472138,-0.027567,459211872,0.208729
0.012,0.028,0.55,0.44,0.18,0.049,0.034,0.2,0.24,-0.469234,-0.028455,-0.31931,0.001936,-0.277112,0.006448,-0.124152,0.008438,-0.075156,0.009075,0.077804,0.011066,0.1268,0.011703,0.27976,0.013694,0.319532,0.00916,0.46812,-0.027202,60866060,0.120207
0.01,0.024,0.35,0.19,0.14,0.029,0.03,0.22,0.25,-0.479303,-0.026113,-0.31024,0.011693,-0.287845,0.014277,-0.114615,0.015961,-0.085617,0.016243,0.087613,0.017928,0.116612,0.01821,0.289841,0.019895,0.310676,0.01738,0.478529,-0.02548,34246904,0.168458
0.004,0.02,0.25,0.22,0,0.023,0.033,0.22,0.18,-0.481576,-0.029695,-0.307247,0.009288,-0.292158,0.010855,-0.11354,0.008521,-0.090542,0.00822,0.088077,0.005886,0.111075,0.005586,0.289694,0.003252,0.30703,0.001573,0.482778,-0.030408,85136888,0.216189
0.007,0.013,0.48,0.43,0.14,0.042,0.041,0.28,0.23,-0.468487,-0.0336,-0.314082,0.0108,-0.284895,0.014673,-0.124254,0.012083,-0.082259,0.011405,0.078381,0.008814,0.120376,0.008137,0.281017,0.005546,0.313775,0.001494,0.470206,-0.035133,591493696,0.218797
0.012,0.021,0.15,0.13,0.07,0.024,0.034,0.22,0.23,-0.480869,-0.030562,-0.307122,0.008292,-0.290721,0.01013,-0.112683,0.010708,-0.088683,0.010786,0.089355,0.011365,0.113355,0.011443,0.291392,0.012021,0.307214,0.01022,0.480565,-0.030369,49728168,0.333415
0.014,0.029,0.76,0.75,0.12,0.028,0.042,0.26,0.13,-0.475673,-0.036989,-0.307708,0.007693,-0.292773,0.009324,-0.119124,0.00194,-0.091149,0.000751,0.082501,-0.006633,0.110475,-0.007823,0.284125,-0.015206,0.308334,-0.017299,0.480673,-0.039831,147596976,0.079002
0.009,0.027,0.27,0.23,0.18,0.048,0.026,0.21,0.28,-0.471107,-0.020426,-0.320003,0.011781,-0.277368,0.016763,-0.12291,0.020259,-0.074922,0.021345,0.079536,0.024842,0.127524,0.025928,0.281983,0.029425,0.321268,0.024342,0.469749,-0.018355,24619656,0.304376
0.01,0.02,0.07,0.05,0.05,0.026,0.043,0.15,0.21,-0.48072,-0.040574,-0.307329,-0.014369,-0.287057,-0.012645,-0.111731,-0.009195,-0.085736,-0.008683,0.08959,-0.005233,0.115585,-0.004722,0.290912,-0.001272,0.306814,-0.00279,0.478322,-0.039345,28242374,0.286182
0.012,0.02,0.19,0.1,0.01,0.021,0.043,0.21,0.2,-0.480767,-0.039866,-0.304046,-0.0022,-0.29238,-0.00099,-0.11169,-0.001579,-0.090691,-0.001648,0.089999,-0.002237,0.110999,-0.002306,0.291689,-0.002896,0.304077,-0.004159,0.481167,-0.040057,101387968,0.206243
0.006,0.026,0.79,0.56,0.16,0.05,0.041,0.23,0.23,-0.466311,-0.034221,-0.318188,0.000461,-0.278194,0.005081,-0.126065,0.005081,-0.076065,0.005081,0.076065,0.005081,0.126065,0.005081,0.278194,0.005081,0.318188,0.000461,0.466311,-0.034221,128689776,0.024596
0.007,0.016,0.16,0.1,0.12,0.021,0.049,0.18,0.27,-0.480897,-0.046329,-0.302654,-0.013894,-0.289168,-0.012478,-0.108076,-0.007181,-0.087085,-0.006567,0.094008,-0.001271,0.114999,-0.000657,0.296091,0.004639,0.302204,0.0039,0.476811,-0.044424,137834144,0.30003
0.015,0.028,0.62,0.47,0.14,0.037,0.045,0.2,0.26,-0.472929,-0.040428,-0.311033,-0.00761,-0.282469,-0.004463,-0.117313,-0.001246,-0.08032,-0.000526,0.084837,0.00269,0.12183,0.003411,0.286987,0.006627,0.310917,0.003735,0.470553,-0.038732,79408968,0.092789
0.003,0.017,0.17,0.14,0.05,0.027,0.037,0.12,0.15,-0.482168,-0.035118,-0.309672,-0.014318,-0.286832,-0.012833,-0.113095,-0.011111,-0.086097,-0.010844,0.08764,-0.009122,0.114639,-0.008855,0.288376,-0.007133,0.309328,-0.008603,0.481122,-0.034567,63030388,0.151655
0.006,0.014,0.44,0.4,0.06,0.028,0.026,0.1,0.28,-0.483474,-0.024472,-0.310358,-0.007103,-0.283518,-0.004966,-0.109835,0.005271,-0.081883,0.006919,0.0918,0.017156,0.119752,0.018804,0.293435,0.029041,0.312151,0.026963,0.47936,-0.021118,393332864,0.09664
0.017,0.026,0.47,0.28,0.14,0.039,0.024,0.14,0.12,-0.477342,-0.021044,-0.31724,0.001518,-0.281939,0.003876,-0.120258,0.002807,-0.081259,0.002549,0.080421,0.00148,0.119421,0.001223,0.281101,0.000154,0.317246,-0.002137,0.477767,-0.021493,107960784,0.028952
0.007,0.015,0.02,0.01,0.01,0.04,0.045,0.27,0.23,-0.468722,-0.038035,-0.312066,0.005321,-0.285376,0.00877,-0.122846,0.006671,-0.082849,0.006154,0.079682,0.004054,0.119679,0.003537,0.28221,0.001438,0.312004,-0.002199,0.470268,-0.039255,35241968,0.422134
0.008,0.022,0.87,0.54,0.06,0.049,0.027,0.24,0.28,-0.469784,-0.020402,-0.32044,0.016145,-0.278214,0.021512,-0.124475,0.023493,-0.075479,0.024125,0.07826,0.026106,0.127256,0.026737,0.280994,0.028718,0.321229,0.023312,0.468993,-0.019178,273080224,0.019746
0.008,0.013,0.54,0.28,0.14,0.022,0.031,0.15,0.14,-0.484491,-0.029008,-0.307654,-0.002282,-0.290513,-0.001022,-0.111669,-0.001612,-0.089669,-0.001685,0.089175,-0.002275,0.111174,-0.002347,0.290018,-0.002937,0.307687,-0.004205,0.484782,-0.029162,1284929024,0.034738
0.005,0.013,0.22,0.14,0.14,0.038,0.03,0.16,0.13,-0.476463,-0.02659,-0.315685,-0.000644,-0.283005,0.001814,-0.120155,0.000202,-0.082157,-0.000174,0.080693,-0.001785,0.118691,-0.002161,0.281541,-0.003772,0.315788,-0.006172,0.477271,-0.027284,284409056,0.158124
0.004,0.012,0.22,0.21,0.02,0.032,0.037,0.21,0.21,-0.476638,-0.032852,-0.310595,0.002539,-0.28666,0.005062,-0.116887,0.005062,-0.084887,0.005062,0.084887,0.005062,0.116887,0.005062,0.28666,0.005062,0.310595,0.002539,0.476638,-0.032852,221922272,0.235765
0.021,0.03,0.56,0.46,0.17,0.044,0.042,0.15,0.26,-0.471971,-0.038241,-0.315855,-0.014646,-0.276886,-0.011014,-0.119099,-0.005349,-0.075127,-0.00377,0.08266,0.001895,0.126631,0.003474,0.284418,0.009139,0.31536,0.005657,0.467942,-0.034933,67135128,0.117169
0.019,0.028,0.8,0.76,0.12,0.023,0.02,0.28,0.2,-0.483421,-0.016043,-0.310984,0.033542,-0.294481,0.03565,-0.115116,0.031004,-0.092124,0.030408,0.08724,0.025762,0.110232,0.025166,0.289597,0.02052,0.308908,0.018329,0.484756,-0.017317,133836672,0.113748
0.009,0.029,0.24,0.16,0.18,0.036,0.042,0.26,0.11,-0.471808,-0.035961,-0.311632,0.006649,-0.289119,0.009032,-0.123573,0.000894,-0.087616,-0.000874,0.07793,-0.009012,0.113887,-0.01078,0.279433,-0.018918,0.312754,-0.021575,0.477498,-0.03977,36463824,0.227034
