IRTT,	ORTT,	T1,		T2,	G,		HNG	,	phiL,	phiR,	UX1,		UY1	,	UX2	,	UY2	,	UX3	,	UY3	,	UX4	,	UY4	,	UX5,		UY5,		UX6	,	UY6,		UX7,		UY7,		UX8,		UY8,MaxVM,Error
  0.004000,  0.017000,  0.400000,  0.270000,  0.030000,  0.030000,  0.200000,  0.200000, -0.485208, -0.030103, -0.262697, -0.031646, -0.233860, -0.032397, -0.011570, -0.042449,  0.026011, -0.039115,  0.243060,  0.009910,  0.260821,  0.010382,  0.480167, -0.027049,230625440.000000,  0.120086
  0.005000,  0.013000,  0.850000,  0.760000,  0.030000,  0.030000,  0.200000,  0.200000, -0.492425, -0.032674, -0.276067, -0.084666, -0.236868, -0.087551, -0.015230, -0.067792,  0.015730, -0.064434,  0.236450, -0.036215,  0.263063, -0.034280,  0.485544, -0.030266,1856697344.000000,  0.026114
  0.008000,  0.019000,  0.790000,  0.730000,  0.030000,  0.030000,  0.200000,  0.200000, -0.490576, -0.032190, -0.271608, -0.071773, -0.236641, -0.074985, -0.014126, -0.075949,  0.022101, -0.072090,  0.239417, -0.024262,  0.261629, -0.022214,  0.484027, -0.029493,335578880.000000,  0.026006
  0.007000,  0.010000,  0.300000,  0.260000,  0.030000,  0.030000,  0.200000,  0.200000, -0.483907, -0.029428, -0.261541, -0.021245, -0.229007, -0.018594, -0.008250,  0.009337,  0.020065,  0.012186,  0.241960,  0.028807,  0.262140,  0.027144,  0.478318, -0.025591,938412224.000000,  0.332928
  0.002000,  0.011000,  0.420000,  0.280000,  0.030000,  0.030000,  0.200000,  0.200000, -0.485774, -0.030375, -0.263330, -0.036078, -0.230133, -0.035127, -0.008381, -0.016696,  0.023643, -0.012804,  0.243354,  0.022419,  0.261599,  0.021888,  0.478888, -0.026063,1003555072.000000,  0.206573
  0.004000,  0.016000,  0.050000,  0.040000,  0.030000,  0.030000,  0.200000,  0.200000, -0.480038, -0.026954, -0.260874,  0.011523, -0.236324,  0.013646, -0.013808,  0.013370,  0.017568,  0.014058,  0.239858,  0.024099,  0.261628,  0.022207,  0.478853, -0.026035,43745608.000000,  0.411191
  0.013000,  0.022000,  0.270000,  0.220000,  0.030000,  0.030000,  0.200000,  0.200000, -0.482515, -0.028623, -0.260797, -0.009795, -0.233932, -0.008899, -0.011451, -0.012909,  0.023496, -0.010539,  0.243398,  0.023469,  0.261689,  0.022848,  0.478783, -0.025977,64811248.000000,  0.262045
  0.003000,  0.016000,  0.010000,  0.010000,  0.030000,  0.030000,  0.200000,  0.200000, -0.479474, -0.026527, -0.261170,  0.016567, -0.237232,  0.018920, -0.014715,  0.019159,  0.015511,  0.019306,  0.238019,  0.021224,  0.261346,  0.018929,  0.479213, -0.026323,9978179.000000,  0.440552
  0.002000,  0.012000,  0.500000,  0.300000,  0.030000,  0.030000,  0.200000,  0.200000, -0.486947, -0.030897, -0.264885, -0.045111, -0.231899, -0.045554, -0.009534, -0.037316,  0.025170, -0.033074,  0.242972,  0.012488,  0.260935,  0.012733,  0.479902, -0.026853,1066033728.000000,  0.124419
  0.005000,  0.016000,  0.690000,  0.690000,  0.030000,  0.030000,  0.200000,  0.200000, -0.490078, -0.032040, -0.270522, -0.068222, -0.234334, -0.070257, -0.012107, -0.058917,  0.022145, -0.054504,  0.239990, -0.009143,  0.260729, -0.007971,  0.482298, -0.028489,603225024.000000,  0.049907
  0.001000,  0.012000,  0.510000,  0.300000,  0.030000,  0.030000,  0.200000,  0.200000, -0.487043, -0.030937, -0.265026, -0.045844, -0.232039, -0.046388, -0.009651, -0.038822,  0.025214, -0.034568,  0.242896,  0.011566,  0.260890,  0.011868,  0.480000, -0.026925,1058611328.000000,  0.119170
  0.010000,  0.026000,  0.760000,  0.420000,  0.030000,  0.030000,  0.200000,  0.200000, -0.487246, -0.031021, -0.265331, -0.047378, -0.236695, -0.050080, -0.015638, -0.075525,  0.024457, -0.072959,  0.240467, -0.019544,  0.261241, -0.017563,  0.483455, -0.029176,181221472.000000,  0.025742
  0.008000,  0.013000,  0.680000,  0.390000,  0.030000,  0.030000,  0.200000,  0.200000, -0.489259, -0.031775, -0.268848, -0.062314, -0.234466, -0.064450, -0.011970, -0.061420,  0.023947, -0.057107,  0.240833, -0.007363,  0.260674, -0.006118,  0.482078, -0.028351,1738790528.000000,  0.049256
  0.011000,  0.022000,  0.830000,  0.720000,  0.030000,  0.030000,  0.200000,  0.200000, -0.489825, -0.031960, -0.269991, -0.066408, -0.236679, -0.069641, -0.014324, -0.078104,  0.023264, -0.074476,  0.239895, -0.023634,  0.261565, -0.021516,  0.483940, -0.029446,181637648.000000,  0.023739
  0.011000,  0.020000,  0.210000,  0.200000,  0.030000,  0.030000,  0.200000,  0.200000, -0.482011, -0.028309, -0.260661, -0.005555, -0.233814, -0.004182, -0.011297, -0.004234,  0.022394, -0.002093,  0.243113,  0.026136,  0.261922,  0.025160,  0.478532, -0.025770,66507244.000000,  0.307744
  0.019000,  0.026000,  0.380000,  0.220000,  0.030000,  0.030000,  0.200000,  0.200000, -0.483248, -0.029058, -0.261122, -0.015866, -0.234717, -0.015860, -0.012585, -0.028943,  0.024569, -0.026488,  0.243049,  0.015705,  0.261111,  0.015700,  0.479570, -0.026601,32184222.000000,  0.184105
  0.014000,  0.028000,  0.780000,  0.470000,  0.030000,  0.030000,  0.200000,  0.200000, -0.487067, -0.030947, -0.265061, -0.046020, -0.236310, -0.048519, -0.015034, -0.071983,  0.024852, -0.069217,  0.240772, -0.015437,  0.260986, -0.013659,  0.482980, -0.028902,121130936.000000,  0.032238
  0.011000,  0.026000,  0.250000,  0.180000,  0.030000,  0.030000,  0.200000,  0.200000, -0.481829, -0.028193, -0.260630, -0.004017, -0.234705, -0.002918, -0.012253, -0.008278,  0.022386, -0.006343,  0.242857,  0.023760,  0.261699,  0.022950,  0.478772, -0.025968,34746956.000000,  0.289981
  0.015000,  0.028000,  0.380000,  0.280000,  0.030000,  0.030000,  0.200000,  0.200000, -0.482959, -0.028890, -0.260976, -0.013486, -0.234130, -0.013018, -0.011745, -0.020674,  0.024240, -0.018162,  0.243405,  0.020313,  0.261432,  0.019994,  0.479095, -0.026230,29835840.000000,  0.222611
  0.009000,  0.017000,  0.340000,  0.260000,  0.030000,  0.030000,  0.200000,  0.200000, -0.484370, -0.029677, -0.261903, -0.024978, -0.233126, -0.024954, -0.010651, -0.029281,  0.025541, -0.026039,  0.243705,  0.017755,  0.261254,  0.017740,  0.479344, -0.026426,202558032.000000,  0.175117
  0.008000,  0.013000,  0.130000,  0.070000,  0.030000,  0.030000,  0.200000,  0.200000, -0.481429, -0.027930, -0.260597, -0.000597, -0.234972,  0.000737, -0.012496, -0.003521,  0.021530, -0.001821,  0.242473,  0.024589,  0.261759,  0.023573,  0.478704, -0.025913,205288624.000000,  0.316719
  0.009000,  0.019000,  0.870000,  0.700000,  0.030000,  0.030000,  0.200000,  0.200000, -0.491162, -0.032356, -0.272949, -0.075908, -0.238264, -0.079856, -0.015845, -0.086454,  0.020668, -0.083359,  0.238802, -0.039412,  0.263412, -0.036611,  0.485842, -0.030407,703793088.000000,  0.021454
  0.011000,  0.018000,  0.560000,  0.520000,  0.030000,  0.030000,  0.200000,  0.200000, -0.487447, -0.031103, -0.265643, -0.048898, -0.233201, -0.050148, -0.010685, -0.049471,  0.025589, -0.045282,  0.242400,  0.004781,  0.260659,  0.005497,  0.480724, -0.027448,321219776.000000,  0.085544
  0.008000,  0.030000,  0.540000,  0.280000,  0.030000,  0.030000,  0.200000,  0.200000, -0.484149, -0.029559, -0.261723, -0.023199, -0.235075, -0.023903, -0.013294, -0.041991,  0.025159, -0.039411,  0.242535,  0.008144,  0.260752,  0.008632,  0.480366, -0.027194,60271412.000000,  0.126455
  0.001000,  0.011000,  0.400000,  0.240000,  0.030000,  0.030000,  0.200000,  0.200000, -0.485239, -0.030118, -0.262729, -0.031885, -0.230510, -0.030929, -0.008496, -0.015980,  0.024088, -0.012235,  0.243704,  0.023576,  0.261707,  0.023033,  0.478763, -0.025961,962434496.000000,  0.217064
  0.014000,  0.029000,  0.560000,  0.320000,  0.030000,  0.030000,  0.200000,  0.200000, -0.484544, -0.029768, -0.262053, -0.026374, -0.234891, -0.027224, -0.013048, -0.044528,  0.025454, -0.041765,  0.242553,  0.007040,  0.260717,  0.007618,  0.480481, -0.027277,66258068.000000,  0.115447
  0.016000,  0.029000,  0.280000,  0.200000,  0.030000,  0.030000,  0.200000,  0.200000, -0.481857, -0.028211, -0.260634, -0.004252, -0.234715, -0.003182, -0.012270, -0.008813,  0.022449, -0.006867,  0.242872,  0.023586,  0.261684,  0.022798,  0.478788, -0.025982,33767064.000000,  0.287021
  0.015000,  0.029000,  0.480000,  0.290000,  0.030000,  0.030000,  0.200000,  0.200000, -0.483779, -0.029358, -0.261450, -0.020204, -0.234590, -0.020486, -0.012503, -0.034313,  0.025080, -0.031657,  0.243014,  0.013267,  0.260975,  0.013459,  0.479821, -0.026792,48431180.000000,  0.158649
  0.014000,  0.022000,  0.300000,  0.150000,  0.030000,  0.030000,  0.200000,  0.200000, -0.482952, -0.028885, -0.260973, -0.013423, -0.235030, -0.013346, -0.012963, -0.027482,  0.024188, -0.025216,  0.242889,  0.015814,  0.261115,  0.015759,  0.479564, -0.026596,31579584.000000,  0.192293
  0.004000,  0.029000,  0.810000,  0.750000,  0.030000,  0.030000,  0.200000,  0.200000, -0.487083, -0.030954, -0.265085, -0.046143, -0.233639, -0.047514, -0.011162, -0.051701,  0.025917, -0.047718,  0.242430,  0.003625,  0.260637,  0.004433,  0.480846, -0.027534,130610000.000000,  0.081273
  0.007000,  0.028000,  0.040000,  0.040000,  0.030000,  0.030000,  0.200000,  0.200000, -0.479696, -0.026697, -0.261040,  0.014577, -0.236855,  0.016844, -0.014338,  0.016920,  0.016363,  0.017291,  0.238816,  0.022597,  0.261473,  0.020468,  0.479043, -0.026188,5974802.500000,  0.429686
  0.005000,  0.025000,  0.000000,  0.000000,  0.030000,  0.030000,  0.200000,  0.200000, -0.479339, -0.026422, -0.261258,  0.017785, -0.237517,  0.020167, -0.015000,  0.020167,  0.015000,  0.020167,  0.237517,  0.020167,  0.261258,  0.017785,  0.479339, -0.026422,  0.000000,  0.445322
  0.014000,  0.023000,  0.360000,  0.290000,  0.030000,  0.030000,  0.200000,  0.200000, -0.483536, -0.029222, -0.261291, -0.018224, -0.233670, -0.017943, -0.011247, -0.024411,  0.024885, -0.021585,  0.243598,  0.019383,  0.261367,  0.019199,  0.479183, -0.026299,27512866.000000,  0.201902
  0.011000,  0.015000,  0.670000,  0.580000,  0.030000,  0.030000,  0.200000,  0.200000, -0.489372, -0.031813, -0.269070, -0.063130, -0.233461, -0.064722, -0.011244, -0.053185,  0.023058, -0.048698,  0.240768, -0.002698,  0.260603, -0.001804,  0.481569, -0.028023,1113697920.000000,  0.064722
  0.016000,  0.021000,  0.310000,  0.280000,  0.030000,  0.030000,  0.200000,  0.200000, -0.483202, -0.029031, -0.261098, -0.015487, -0.233231, -0.014768, -0.010724, -0.016838,  0.024336, -0.014065,  0.243752,  0.022953,  0.261654,  0.022482,  0.478823, -0.026010,69547848.000000,  0.237874
  0.003000,  0.022000,  0.330000,  0.330000,  0.030000,  0.030000,  0.200000,  0.200000, -0.483312, -0.029095, -0.261158, -0.016394, -0.232906, -0.015592, -0.010389, -0.015675,  0.024341, -0.012812,  0.243842,  0.023701,  0.261721,  0.023184,  0.478746, -0.025948,39101552.000000,  0.241897
  0.011000,  0.017000,  0.590000,  0.380000,  0.030000,  0.030000,  0.200000,  0.200000, -0.488186, -0.031392, -0.266865, -0.054426, -0.235779, -0.057033, -0.013714, -0.071194,  0.024974, -0.067692,  0.240887, -0.013885,  0.260906, -0.012184,  0.482802, -0.028796,464618624.000000,  0.033381
  0.009000,  0.024000,  0.280000,  0.260000,  0.030000,  0.030000,  0.200000,  0.200000, -0.482370, -0.028534, -0.260750, -0.008578, -0.233670, -0.007438, -0.011157, -0.008691,  0.023105, -0.006352,  0.243384,  0.025129,  0.261837,  0.024340,  0.478621, -0.025844,42027112.000000,  0.282954
  0.012000,  0.020000,  0.460000,  0.360000,  0.030000,  0.030000,  0.200000,  0.200000, -0.485458, -0.030225, -0.262967, -0.033608, -0.233697, -0.034404, -0.011351, -0.043108,  0.026088, -0.039646,  0.243069,  0.009682,  0.260812,  0.010174,  0.480191, -0.027066,127848176.000000,  0.116443
  0.006000,  0.015000,  0.080000,  0.080000,  0.030000,  0.030000,  0.200000,  0.200000, -0.480549, -0.027325, -0.260699,  0.007026, -0.235279,  0.009099, -0.012769,  0.010819,  0.018879,  0.011950,  0.240944,  0.026118,  0.261843,  0.024400,  0.478614, -0.025839,73557704.000000,  0.395205
  0.010000,  0.027000,  0.040000,  0.020000,  0.030000,  0.030000,  0.200000,  0.200000, -0.479707, -0.026706, -0.261034,  0.014473, -0.237043,  0.016632, -0.014531,  0.015162,  0.016578,  0.015536,  0.238991,  0.022353,  0.261460,  0.020325,  0.479059, -0.026201,8885177.000000,  0.421230
  0.007000,  0.025000,  0.680000,  0.660000,  0.030000,  0.030000,  0.200000,  0.200000, -0.486783, -0.030827, -0.264649, -0.043862, -0.233108, -0.044887, -0.010596, -0.046302,  0.025933, -0.042276,  0.242797,  0.007560,  0.260735,  0.008154,  0.480420, -0.027233,93619728.000000,  0.098555
  0.007000,  0.020000,  0.390000,  0.360000,  0.030000,  0.030000,  0.200000,  0.200000, -0.484530, -0.029760, -0.262041, -0.026260, -0.232840, -0.026188, -0.010336, -0.028597,  0.025570, -0.025245,  0.243782,  0.018313,  0.261294,  0.018269,  0.479285, -0.026380,56629756.000000,  0.176517
  0.008000,  0.019000,  0.100000,  0.090000,  0.030000,  0.030000,  0.200000,  0.200000, -0.480625, -0.027379, -0.260681,  0.006361, -0.235445,  0.008268, -0.012929,  0.007955,  0.019302,  0.009131,  0.241203,  0.025671,  0.261812,  0.024100,  0.478647, -0.025866,45604548.000000,  0.380576
  0.003000,  0.011000,  0.410000,  0.290000,  0.030000,  0.030000,  0.200000,  0.200000, -0.485733, -0.030355, -0.263281, -0.035757, -0.229907, -0.034651, -0.008301, -0.014532,  0.023294, -0.010682,  0.243246,  0.023008,  0.261645,  0.022388,  0.478833, -0.026018,994877504.000000,  0.214640
  0.011000,  0.028000,  0.200000,  0.120000,  0.030000,  0.030000,  0.200000,  0.200000, -0.481176, -0.027761, -0.260601,  0.001572, -0.235479,  0.002905, -0.013039, -0.002935,  0.021054, -0.001440,  0.242130,  0.023842,  0.261684,  0.022793,  0.478789, -0.025982,24402608.000000,  0.321517
  0.007000,  0.012000,  0.420000,  0.300000,  0.030000,  0.030000,  0.200000,  0.200000, -0.485772, -0.030374, -0.263328, -0.036064, -0.230507, -0.035336, -0.008534, -0.019792,  0.024167, -0.015867,  0.243513,  0.021569,  0.261533,  0.021163,  0.478967, -0.026127,1050461888.000000,  0.195924
  0.003000,  0.029000,  0.630000,  0.470000,  0.030000,  0.030000,  0.200000,  0.200000, -0.485169, -0.030084, -0.262656, -0.031336, -0.234034, -0.032146, -0.011806, -0.043477,  0.025975, -0.040211,  0.242963,  0.009086,  0.260789,  0.009599,  0.480256, -0.027114,98214960.000000,  0.116641
  0.002000,  0.018000,  0.710000,  0.460000,  0.030000,  0.030000,  0.200000,  0.200000, -0.489349, -0.031805, -0.269026, -0.062968, -0.237417, -0.066467, -0.015611, -0.084245,  0.023231, -0.081289,  0.239792, -0.030151,  0.262199, -0.027653,  0.484704, -0.029850,450067072.000000,  0.017548
  0.011000,  0.019000,  0.040000,  0.020000,  0.030000,  0.030000,  0.200000,  0.200000, -0.479829, -0.026798, -0.260971,  0.013384, -0.236864,  0.015486, -0.014354,  0.013787,  0.017024,  0.014274,  0.239374,  0.022882,  0.261514,  0.020944,  0.478991, -0.026146,32172940.000000,  0.414214
  0.008000,  0.023000,  0.360000,  0.250000,  0.030000,  0.030000,  0.200000,  0.200000, -0.483517, -0.029211, -0.261279, -0.018072, -0.234179, -0.018009, -0.011892, -0.028123,  0.024900, -0.025427,  0.243336,  0.016990,  0.261197,  0.016948,  0.479432, -0.026494,26905840.000000,  0.186050
  0.017000,  0.023000,  0.950000,  0.800000,  0.030000,  0.030000,  0.200000,  0.200000, -0.490631, -0.032206, -0.271732, -0.072166, -0.237811, -0.075928, -0.015475, -0.084906,  0.021746, -0.081670,  0.239197, -0.034461,  0.262723, -0.031844,  0.485233, -0.030116,405572576.000000,  0.020192
  0.015000,  0.022000,  0.510000,  0.410000,  0.030000,  0.030000,  0.200000,  0.200000, -0.485597, -0.030291, -0.263124, -0.034697, -0.233720, -0.035565, -0.011374, -0.044287,  0.026114, -0.040787,  0.243005,  0.008936,  0.260784,  0.009470,  0.480270, -0.027125,96316648.000000,  0.111573
  0.004000,  0.019000,  0.350000,  0.320000,  0.030000,  0.030000,  0.200000,  0.200000, -0.484156, -0.029563, -0.261728, -0.023257, -0.232856, -0.022978, -0.010348, -0.024985,  0.025285, -0.021773,  0.243849,  0.019986,  0.261417,  0.019813,  0.479115, -0.026245,68644952.000000,  0.194182
  0.006000,  0.018000,  0.220000,  0.210000,  0.030000,  0.030000,  0.200000,  0.200000, -0.482418, -0.028563, -0.260764, -0.008976, -0.233420, -0.007751, -0.010904, -0.007429,  0.023065, -0.005040,  0.243436,  0.025787,  0.261899,  0.024946,  0.478555, -0.025790,77269256.000000,  0.288496
  0.017000,  0.026000,  0.370000,  0.330000,  0.030000,  0.030000,  0.200000,  0.200000, -0.483154, -0.029003, -0.261072, -0.015091, -0.233441, -0.014439, -0.010951, -0.017867,  0.024348, -0.015147,  0.243686,  0.022331,  0.261600,  0.021901,  0.478886, -0.026062,28266344.000000,  0.233668
  0.006000,  0.011000,  0.160000,  0.150000,  0.030000,  0.030000,  0.200000,  0.200000, -0.482264, -0.028468, -0.260720, -0.007692, -0.232666, -0.005944, -0.010256,  0.000937,  0.022108,  0.003276,  0.243196,  0.028453,  0.262153,  0.027254,  0.478306, -0.025580,280745568.000000,  0.329206
  0.007000,  0.018000,  0.140000,  0.070000,  0.030000,  0.030000,  0.200000,  0.200000, -0.481232, -0.027799, -0.260599,  0.001089, -0.235549,  0.002336, -0.013138, -0.004503,  0.021220, -0.002994,  0.242175,  0.023327,  0.261641,  0.022347,  0.478837, -0.026022,72592472.000000,  0.312978
  0.007000,  0.020000,  0.900000,  0.780000,  0.030000,  0.030000,  0.200000,  0.200000, -0.491293, -0.032391, -0.273259, -0.076828, -0.238146, -0.080709, -0.015669, -0.084960,  0.020472, -0.081744,  0.238702, -0.038276,  0.263252, -0.035563,  0.485708, -0.030344,497397504.000000,  0.021906
  0.016000,  0.023000,  0.840000,  0.620000,  0.030000,  0.030000,  0.200000,  0.200000, -0.489375, -0.031814, -0.269077, -0.063156, -0.237338, -0.066626, -0.015472, -0.083635,  0.023284, -0.080607,  0.239818, -0.029355,  0.262112, -0.026900,  0.484610, -0.029802,263706112.000000,  0.018080
  0.008000,  0.014000,  0.350000,  0.260000,  0.030000,  0.030000,  0.200000,  0.200000, -0.484653, -0.029824, -0.262151, -0.027241, -0.231945, -0.026785, -0.009467, -0.022646,  0.025192, -0.019134,  0.243978,  0.021447,  0.261535,  0.021177,  0.478965, -0.026126,601653184.000000,  0.198905
  0.004000,  0.025000,  0.730000,  0.630000,  0.030000,  0.030000,  0.200000,  0.200000, -0.487429, -0.031096, -0.265615, -0.048765, -0.234479, -0.050620, -0.012136, -0.059422,  0.025753, -0.055601,  0.241864, -0.002593,  0.260601, -0.001458,  0.481529, -0.027997,103792048.000000,  0.059700
  0.009000,  0.023000,  0.120000,  0.110000,  0.030000,  0.030000,  0.200000,  0.200000, -0.480652, -0.027398, -0.260674,  0.006122, -0.235436,  0.008004, -0.012920,  0.007476,  0.019396,  0.008672,  0.241264,  0.025647,  0.261812,  0.024102,  0.478646, -0.025866,27933944.000000,  0.377784
  0.006000,  0.018000,  0.370000,  0.230000,  0.030000,  0.030000,  0.200000,  0.200000, -0.484591, -0.029792, -0.262095, -0.026750, -0.234243, -0.027355, -0.012089, -0.040050,  0.025693, -0.037033,  0.243015,  0.010765,  0.260856,  0.011159,  0.480079, -0.026985,157536144.000000,  0.131948
  0.010000,  0.015000,  0.240000,  0.140000,  0.030000,  0.030000,  0.200000,  0.200000, -0.482692, -0.028730, -0.260861, -0.011265, -0.233631, -0.010362, -0.011131, -0.013090,  0.023693, -0.010597,  0.243535,  0.023802,  0.261722,  0.023189,  0.478746, -0.025947,417248864.000000,  0.259501
  0.003000,  0.012000,  0.550000,  0.480000,  0.030000,  0.030000,  0.200000,  0.200000, -0.488542, -0.031523, -0.267496, -0.057063, -0.231017, -0.057199, -0.009787, -0.033304,  0.021754, -0.028903,  0.241077,  0.008666,  0.260756,  0.008740,  0.480353, -0.027185,1017859264.000000,  0.117652
  0.005000,  0.012000,  0.100000,  0.070000,  0.030000,  0.030000,  0.200000,  0.200000, -0.480986, -0.027631, -0.260618,  0.003220, -0.234918,  0.005012, -0.012401,  0.005043,  0.020201,  0.006497,  0.241838,  0.026268,  0.261890,  0.024855,  0.478565, -0.025798,171482720.000000,  0.362993
  0.006000,  0.011000,  0.030000,  0.020000,  0.030000,  0.030000,  0.200000,  0.200000, -0.479760, -0.026746, -0.261006,  0.014005, -0.236635,  0.016304, -0.014120,  0.017184,  0.016492,  0.017620,  0.238942,  0.023076,  0.261514,  0.020941,  0.478991, -0.026146,87271336.000000,  0.430841
  0.020000,  0.029000,  0.870000,  0.680000,  0.030000,  0.030000,  0.200000,  0.200000, -0.487716, -0.031211, -0.266074, -0.050921, -0.235392, -0.053251, -0.013315, -0.067243,  0.025365, -0.063715,  0.241247, -0.009784,  0.260739, -0.008282,  0.482335, -0.028512,152591328.000000,  0.041426
  0.004000,  0.010000,  0.310000,  0.290000,  0.030000,  0.030000,  0.200000,  0.200000, -0.485875, -0.030422, -0.263452, -0.036866, -0.230802, -0.036351, -0.008693, -0.022893,  0.024528, -0.018920,  0.243547,  0.020378,  0.261441,  0.020091,  0.479085, -0.026221,481020736.000000,  0.183719
  0.012000,  0.029000,  0.030000,  0.030000,  0.030000,  0.030000,  0.200000,  0.200000, -0.479598, -0.026623, -0.261095,  0.015450, -0.237031,  0.017749, -0.014514,  0.017801,  0.016009,  0.018076,  0.238490,  0.022025,  0.261419,  0.019830,  0.479113, -0.026244,4777381.000000,  0.434072
  0.008000,  0.023000,  0.160000,  0.090000,  0.030000,  0.030000,  0.200000,  0.200000, -0.481098, -0.027708, -0.260607,  0.002245, -0.235589,  0.003601, -0.013152, -0.002350,  0.020881, -0.000913,  0.242024,  0.023775,  0.261675,  0.022699,  0.478799, -0.025991,35974824.000000,  0.324902
  0.007000,  0.012000,  0.070000,  0.060000,  0.030000,  0.030000,  0.200000,  0.200000, -0.480446, -0.027251, -0.260727,  0.007925, -0.235357,  0.010072, -0.012851,  0.012315,  0.018525,  0.013365,  0.240682,  0.025999,  0.261822,  0.024197,  0.478636, -0.025857,141103936.000000,  0.403299
  0.010000,  0.029000,  0.470000,  0.320000,  0.030000,  0.030000,  0.200000,  0.200000, -0.483669, -0.029297, -0.261377, -0.019315, -0.234225, -0.019371, -0.011975, -0.030270,  0.025044, -0.027536,  0.243280,  0.015898,  0.261127,  0.015936,  0.479544, -0.026581,45174876.000000,  0.175929
  0.012000,  0.022000,  0.690000,  0.460000,  0.030000,  0.030000,  0.200000,  0.200000, -0.488176, -0.031388, -0.266847, -0.054352, -0.236834, -0.057382, -0.015382, -0.079121,  0.024216, -0.076273,  0.240277, -0.023062,  0.261510, -0.020897,  0.483864, -0.029405,89389144.000000,  0.021018
  0.011000,  0.017000,  0.160000,  0.120000,  0.030000,  0.030000,  0.200000,  0.200000, -0.481616, -0.028054, -0.260606, -0.002199, -0.234597, -0.000858, -0.012100, -0.003840,  0.021844, -0.001992,  0.242703,  0.025117,  0.261814,  0.024119,  0.478645, -0.025864,108614432.000000,  0.313350
  0.004000,  0.027000,  0.570000,  0.370000,  0.030000,  0.030000,  0.200000,  0.200000, -0.484999, -0.030000, -0.262483, -0.029994, -0.234578, -0.030953, -0.012586, -0.046229,  0.025773, -0.043210,  0.242642,  0.006607,  0.260706,  0.007238,  0.480524, -0.027307,69367744.000000,  0.107678
  0.011000,  0.021000,  0.590000,  0.440000,  0.030000,  0.030000,  0.200000,  0.200000, -0.486902, -0.030878, -0.264819, -0.044770, -0.234741, -0.046584, -0.012599, -0.059489,  0.025865, -0.055943,  0.241904, -0.002641,  0.260601, -0.001494,  0.481533, -0.028000,164842288.000000,  0.061098
  0.014000,  0.025000,  0.260000,  0.190000,  0.030000,  0.030000,  0.200000,  0.200000, -0.482038, -0.028326, -0.260666, -0.005786, -0.234528, -0.004783, -0.012079, -0.010281,  0.022773, -0.008221,  0.243026,  0.023438,  0.261676,  0.022711,  0.478798, -0.025990,44693888.000000,  0.278420
  0.005000,  0.010000,  0.010000,  0.010000,  0.030000,  0.030000,  0.200000,  0.200000, -0.479484, -0.026535, -0.261164,  0.016475, -0.237113,  0.018875, -0.014599,  0.019855,  0.015451,  0.020013,  0.237964,  0.021364,  0.261353,  0.019028,  0.479202, -0.026314,30268830.000000,  0.443973
  0.002000,  0.010000,  0.830000,  0.630000,  0.030000,  0.030000,  0.200000,  0.200000, -0.492180, -0.032617, -0.275439, -0.082985, -0.235013, -0.084783, -0.014656, -0.053855,  0.013711, -0.050563,  0.235294, -0.030198,  0.262361, -0.029013,  0.484876, -0.029937,2362789120.000000,  0.033282
  0.004000,  0.013000,  0.320000,  0.160000,  0.030000,  0.030000,  0.200000,  0.200000, -0.484010, -0.029484, -0.261617, -0.022082, -0.232907, -0.021739, -0.010400, -0.023838,  0.025171, -0.020690,  0.243851,  0.020452,  0.261453,  0.020238,  0.479068, -0.026208,647627840.000000,  0.200353
  0.003000,  0.030000,  0.650000,  0.470000,  0.030000,  0.030000,  0.200000,  0.200000, -0.485154, -0.030077, -0.262640, -0.031217, -0.234173, -0.032080, -0.011999, -0.044418,  0.025944, -0.041203,  0.242876,  0.008336,  0.260761,  0.008888,  0.480337, -0.027173,104488728.000000,  0.113330
  0.005000,  0.016000,  1.000000,  0.530000,  0.030000,  0.030000,  0.200000,  0.200000, -0.491656, -0.032487, -0.274132, -0.079359, -0.239317, -0.083748, -0.016966, -0.092331,  0.018713, -0.090198,  0.238458, -0.055189,  0.266245, -0.051697,  0.487820, -0.031251,2239057664.000000,  0.026511
  0.011000,  0.021000,  0.180000,  0.170000,  0.030000,  0.030000,  0.200000,  0.200000, -0.481514, -0.027987, -0.260600, -0.001332, -0.234337,  0.000231, -0.011820, -0.000029,  0.021433,  0.001791,  0.242592,  0.026341,  0.261923,  0.025175,  0.478530, -0.025769,51752148.000000,  0.333033
  0.008000,  0.017000,  0.400000,  0.210000,  0.030000,  0.030000,  0.200000,  0.200000, -0.485138, -0.030068, -0.262623, -0.031087, -0.234682, -0.032157, -0.012741, -0.048157,  0.025780, -0.045138,  0.242519,  0.005240,  0.260670,  0.005947,  0.480672, -0.027412,311098272.000000,  0.100460
  0.004000,  0.012000,  0.750000,  0.590000,  0.030000,  0.030000,  0.200000,  0.200000, -0.491465, -0.032437, -0.273669, -0.078028, -0.234981, -0.080128, -0.013529, -0.058386,  0.018022, -0.054316,  0.237741, -0.019144,  0.261264, -0.017874,  0.483493, -0.029198,1654154368.000000,  0.040711
  0.007000,  0.025000,  0.540000,  0.530000,  0.030000,  0.030000,  0.200000,  0.200000, -0.485192, -0.030095, -0.262680, -0.031516, -0.232606, -0.031671, -0.010091, -0.032542,  0.025822, -0.028917,  0.243675,  0.016406,  0.261165,  0.016497,  0.479482, -0.026533,57968940.000000,  0.156003
