IRTT	ORTT	T1		T2		T3		G		HNG		phiL	phiR	X1		Y1		X2		Y2		X3		Y3		X4		Y4		X5		Y5		X6		Y6		X7		Y7		X8		Y8		X9		Y9		X10		Y10		MaxVM		Error
  0.015000,  0.030000,  0.730000,  0.250000,  0.110000,  0.030000,  0.030000,  0.150000,  0.210000, -0.487217, -0.031009, -0.316308, -0.043445, -0.287654, -0.046114, -0.117389, -0.065463, -0.086352, -0.068373,  0.084541, -0.081016,  0.122422, -0.078589,  0.290305, -0.044246,  0.315728, -0.040914,  0.486791, -0.030831,339067968.000000,  0.004749
  0.021000,  0.030000,  0.590000,  0.310000,  0.070000,  0.030000,  0.050000,  0.260000,  0.170000, -0.481539, -0.048828, -0.309968, -0.036797, -0.289549, -0.037298, -0.118775, -0.057733, -0.087813, -0.061078,  0.083384, -0.077597,  0.129865, -0.074097,  0.296658, -0.032126,  0.308972, -0.031218,  0.480117, -0.048267,72993456.000000,  0.055474
  0.021000,  0.030000,  0.620000,  0.440000,  0.030000,  0.030000,  0.030000,  0.110000,  0.170000, -0.487627, -0.031175, -0.317410, -0.045821, -0.285889, -0.047694, -0.115136, -0.053314, -0.084837, -0.054154,  0.085965, -0.058003,  0.121728, -0.055207,  0.289856, -0.024857,  0.313183, -0.023197,  0.483915, -0.029433,134052872.000000,  0.019771
  0.015000,  0.020000,  1.170000,  1.140000,  0.070000,  0.030000,  0.040000,  0.260000,  0.280000, -0.495935, -0.042526, -0.328956, -0.087568, -0.287864, -0.092387, -0.114994, -0.087205, -0.083803, -0.085790,  0.088827, -0.075309,  0.125988, -0.069390,  0.293332, -0.025722,  0.309390, -0.024333,  0.481746, -0.038624,731678784.000000,  0.037512
  0.002000,  0.010000,  0.890000,  0.030000,  0.160000,  0.040000,  0.040000,  0.270000,  0.180000, -0.485365, -0.042259, -0.324568, -0.063322, -0.283001, -0.067808, -0.121413, -0.081539, -0.072216, -0.079847,  0.088046, -0.055045,  0.129291, -0.047647,  0.288183, -0.015205,  0.314047, -0.014397,  0.474655, -0.036846,2914692096.000000,  0.042758
  0.007000,  0.020000,  0.300000,  0.770000,  0.390000,  0.030000,  0.050000,  0.130000,  0.240000, -0.489904, -0.051216, -0.319133, -0.067802, -0.280318, -0.068087, -0.109322, -0.054010, -0.073463, -0.048767,  0.094405, -0.013300,  0.108253, -0.012607,  0.278822, -0.031152,  0.309885, -0.034150,  0.480853, -0.048563,1364368000.000000,  0.142372
  0.007000,  0.020000,  0.900000,  0.980000,  0.030000,  0.040000,  0.040000,  0.160000,  0.190000, -0.489228, -0.043405, -0.331884, -0.078655, -0.280936, -0.082534, -0.120069, -0.071514, -0.080139, -0.068766,  0.080721, -0.057647,  0.120258, -0.055103,  0.281217, -0.045517,  0.319673, -0.043952,  0.480879, -0.040428,823342912.000000,  0.018425
  0.008000,  0.030000,  0.490000,  1.160000,  0.050000,  0.030000,  0.040000,  0.260000,  0.180000, -0.482054, -0.038768, -0.310483, -0.025917, -0.278330, -0.022560, -0.107804,  0.000301, -0.077940,  0.004357,  0.092507,  0.027808,  0.109709,  0.027476,  0.279125, -0.002527,  0.308875, -0.007719,  0.478438, -0.036879,695837376.000000,  0.392443
  0.007000,  0.010000,  0.730000,  0.100000,  0.270000,  0.030000,  0.040000,  0.120000,  0.280000, -0.493635, -0.042243, -0.325357, -0.077974, -0.289109, -0.082570, -0.117238, -0.089962, -0.078082, -0.086988,  0.090701, -0.053726,  0.117256, -0.049554,  0.288106, -0.029449,  0.310921, -0.028793,  0.482645, -0.039036,2788671744.000000,  0.036772
  0.004000,  0.030000,  0.820000,  0.710000,  0.280000,  0.030000,  0.030000,  0.140000,  0.270000, -0.488688, -0.031576, -0.317950, -0.052101, -0.284255, -0.053994, -0.112292, -0.052722, -0.079723, -0.051045,  0.091462, -0.034652,  0.124218, -0.029762,  0.292728,  0.004552,  0.310699,  0.004705,  0.479766, -0.026750,128428568.000000,  0.075935
  0.015000,  0.030000,  0.750000,  0.510000,  0.290000,  0.040000,  0.050000,  0.120000,  0.250000, -0.486068, -0.052018, -0.325555, -0.071182, -0.281406, -0.074530, -0.119838, -0.079789, -0.075253, -0.079175,  0.086108, -0.069461,  0.133416, -0.062835,  0.291237, -0.027844,  0.313509, -0.026814,  0.473885, -0.047096,117313776.000000,  0.036240
  0.006000,  0.030000,  0.540000,  0.050000,  0.200000,  0.050000,  0.040000,  0.170000,  0.200000, -0.474899, -0.039937, -0.323510, -0.039555, -0.279322, -0.042538, -0.129358, -0.063262, -0.077058, -0.068755,  0.073940, -0.079637,  0.134622, -0.075368,  0.282608, -0.043450,  0.323429, -0.039192,  0.474817, -0.039885,117203680.000000,  0.012164
  0.012000,  0.020000,  0.720000,  0.830000,  0.210000,  0.050000,  0.030000,  0.240000,  0.250000, -0.478573, -0.032648, -0.327142, -0.049977, -0.272370, -0.051677, -0.120156, -0.043768, -0.067421, -0.038299,  0.083177, -0.014806,  0.132397, -0.007306,  0.283157,  0.015123,  0.320559,  0.013361,  0.468543, -0.023140,151523968.000000,  0.125576
  0.006000,  0.020000,  0.200000,  0.590000,  0.180000,  0.030000,  0.030000,  0.110000,  0.220000, -0.486259, -0.030597, -0.315114, -0.037711, -0.280754, -0.036580, -0.110447, -0.018232, -0.079159, -0.014025,  0.089946,  0.013260,  0.111310,  0.013699,  0.281392, -0.006627,  0.311575, -0.010043,  0.481898, -0.028237,861140864.000000,  0.206611
  0.005000,  0.010000,  0.770000,  0.870000,  0.360000,  0.040000,  0.040000,  0.180000,  0.220000, -0.490421, -0.043683, -0.333724, -0.083325, -0.282918, -0.088607, -0.121417, -0.082048, -0.078692, -0.078771,  0.081920, -0.060623,  0.118096, -0.058223,  0.279698, -0.055000,  0.321742, -0.053055,  0.482951, -0.041344,2676564480.000000,  0.017371
  0.005000,  0.030000,  1.050000,  0.640000,  0.120000,  0.030000,  0.040000,  0.290000,  0.230000, -0.486669, -0.040587, -0.314033, -0.047741, -0.288337, -0.050146, -0.117372, -0.075154, -0.086057, -0.079109,  0.085757, -0.097390,  0.131788, -0.092403,  0.295700, -0.037745,  0.311296, -0.035408,  0.484029, -0.039622,207949344.000000,  0.014653
  0.010000,  0.030000,  0.310000,  0.220000,  0.300000,  0.030000,  0.040000,  0.180000,  0.110000, -0.481832, -0.038664, -0.311461, -0.024918, -0.286848, -0.024574, -0.116159, -0.033549, -0.082371, -0.033708,  0.088395, -0.026347,  0.120251, -0.024200,  0.290460, -0.008581,  0.310048, -0.009282,  0.478704, -0.037034,18979524.000000,  0.166220
